ID,Profile,Profile count,Organisations,Organisations count,Projects,Projects count,Coauthors Projects,Coauthors Projects count,Publications,Publications count,Coauthors Publications,Coauthors Publications count
86690a80-d34d-4672-b776-265a498d042b,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.         0.         0.         0.01851852
 0.         0.         0.         0.00154321 0.         0.
 0.         0.00154321 0.         0.00154321 0.         0.26247795
 0.00555556 0.00462963 0.1191358  0.01851852 0.17544092 0.00462963
 0.         0.         0.         0.27473545 0.         0.09938272
 0.         0.         0.         0.         0.00925926 0.
 0.         0.00308642 0.         0.         0.         0.        ]","(0.9642857142857143, 56)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01139601 0.         0.
 0.         0.01652422 0.         0.01139601 0.         0.13274318
 0.00512821 0.002849   0.26296296 0.00854701 0.08573464 0.00712251
 0.         0.         0.         0.06609687 0.         0.38949939
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.8013698630136986, 146)","[0.         0.         0.00458716 0.         0.         0.07798165
 0.         0.         0.         0.         0.         0.
 0.         0.00114679 0.         0.         0.         0.
 0.06343381 0.00986239 0.02563346 0.         0.4137014  0.
 0.         0.         0.         0.38798056 0.         0.
 0.01223242 0.         0.         0.         0.00344037 0.
 0.         0.         0.         0.         0.         0.        ]","(0.6952380952380958, 315)","[5.91625933e-03 2.93031969e-03 3.29168785e-03 1.01173614e-04
 0.00000000e+00 1.16630694e-03 0.00000000e+00 2.17912399e-04
 0.00000000e+00 2.06673256e-02 3.17655391e-03 0.00000000e+00
 0.00000000e+00 2.08045187e-02 0.00000000e+00 2.13941405e-02
 0.00000000e+00 1.14607789e-01 9.53673726e-03 7.58802104e-03
 2.79727618e-01 8.32996088e-03 5.72691762e-02 1.87171186e-03
 3.59728405e-04 1.57381177e-04 0.00000000e+00 4.92234481e-02
 5.66572238e-04 3.89291572e-01 1.23751305e-03 0.00000000e+00
 5.66572238e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.496193042052244, 1422.8333333333333)"
8c662e7b-3e22-4f37-bc2f-a4c7f8593181,"[0.  0.  0.  0.  0.1 0.1 0.2 0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.1 0.
 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.2 0.  0. ]","(1, 1)","[0.   0.   0.   0.   0.05 0.05 0.6  0.   0.05 0.05 0.   0.   0.   0.
 0.   0.   0.05 0.   0.   0.   0.   0.   0.   0.   0.05 0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.1  0.   0.  ]","(1, 2)","[0.         0.01370171 0.         0.         0.13818903 0.17103647
 0.19647547 0.00314465 0.04804149 0.0588799  0.00638388 0.
 0.         0.01257862 0.02201258 0.02425876 0.08503019 0.01212938
 0.         0.00539084 0.         0.         0.01212938 0.
 0.10807325 0.         0.         0.         0.01886792 0.00314465
 0.00691824 0.         0.         0.00314465 0.         0.
 0.00099305 0.         0.         0.04947589 0.         0.        ]","(0.9814814814814815, 54)","[0.00545037 0.00613884 0.         0.00999603 0.12488073 0.07379518
 0.18672812 0.         0.06273515 0.05536431 0.01778543 0.
 0.         0.04894302 0.         0.0097231  0.07509889 0.00200803
 0.         0.00120482 0.00456772 0.         0.         0.
 0.14254601 0.00150602 0.         0.         0.00570704 0.01141408
 0.01141408 0.         0.         0.02853519 0.         0.
 0.01325301 0.         0.         0.10120482 0.         0.        ]","(0.9431818181818181, 88)","[0.         0.         0.15363578 0.00675676 0.         0.06869369
 0.14720077 0.         0.         0.34057272 0.         0.
 0.         0.         0.12548263 0.         0.11036036 0.
 0.         0.         0.         0.         0.         0.
 0.04391892 0.         0.         0.         0.         0.
 0.         0.         0.         0.00337838 0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.3540669856459311, 209)","[0.00777202 0.00149462 0.00478278 0.00985816 0.0630022  0.25707459
 0.11503633 0.00083034 0.03513978 0.03386717 0.         0.00201497
 0.00032383 0.03154359 0.01237047 0.00844014 0.04418555 0.0204324
 0.         0.02019828 0.00401412 0.00172712 0.01870528 0.
 0.22752461 0.00420984 0.         0.00259067 0.0052203  0.00081811
 0.00081811 0.         0.         0.00308154 0.         0.
 0.0003701  0.         0.         0.06255299 0.         0.        ]","(0.21046892039258452, 1834.0)"
68704dd4-d54f-4b74-b9fc-bfd6848d0ba4,"[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(1, 1)","[0.   0.   0.   0.   0.   0.   0.75 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 2)","[0.         0.         0.         0.         0.33333333 0.
 0.33333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.33333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.   0.   0.   0.   0.05 0.05 0.35 0.   0.05 0.05 0.   0.   0.   0.
 0.   0.   0.05 0.   0.   0.   0.   0.   0.   0.   0.3  0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.1  0.   0.  ]","(1, 2)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0, 0)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0, 0)"
56ac1881-71e5-40bd-b091-c03772e3d5f0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.08333333
 0.         0.         0.83333333 0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 3)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 5)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01515152 0.         0.
 0.         0.01515152 0.         0.01515152 0.         0.24393939
 0.02272727 0.         0.31818182 0.03030303 0.03939394 0.
 0.         0.         0.         0.02727273 0.         0.27272727
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.9565217391304348, 23.0)"
8d75503c-b197-42ff-97a2-ff3ca483bc49,"[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(1, 1)","[0.   0.   0.   0.   0.   0.   0.75 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 2)","[0.         0.         0.         0.         0.08333333 0.
 0.21666667 0.         0.13333333 0.05       0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.31666667 0.         0.         0.         0.2        0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 10)","[0.         0.         0.         0.         0.03480861 0.05454545
 0.2257177  0.         0.0138756  0.00909091 0.         0.
 0.         0.         0.         0.00478469 0.0138756  0.05681818
 0.         0.         0.         0.         0.05681818 0.
 0.37272727 0.         0.         0.         0.08270677 0.00956938
 0.00956938 0.         0.         0.02392344 0.         0.
 0.01298701 0.         0.         0.01818182 0.         0.        ]","(0.7857142857142857, 14)","[0.         0.         0.         0.02380952 0.03571429 0.10119048
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.3452381  0.         0.14285714 0.
 0.         0.         0.         0.         0.         0.
 0.19047619 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.03571429 0.
 0.         0.         0.         0.         0.         0.        ]","(0.3373493975903612, 83)","[0.050207   0.03487042 0.         0.00609575 0.04066682 0.10159251
 0.12109555 0.         0.0730895  0.00044603 0.         0.0480226
 0.02259887 0.00044603 0.03697997 0.00394565 0.01501635 0.01451353
 0.00568923 0.00521512 0.         0.01694915 0.01451353 0.
 0.28010705 0.         0.         0.05932203 0.02720785 0.00178412
 0.01070473 0.         0.         0.00669045 0.         0.
 0.00178412 0.         0.         0.         0.00044603 0.        ]","(0.3575757575757576, 165.0)"
de9b5279-ca23-4f12-a7b7-c914440879f0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 2)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 8)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.10714286 0.         0.42857143 0.
 0.11428571 0.01785714 0.         0.         0.31428571 0.
 0.01785714 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.7567567567567568, 37.0)"
24e9ba01-07dc-4123-af67-19e82f5fc108,"[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.25 0.   0.   0.5  0.   0.25 0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 1)","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.25 0.   0.   0.5  0.   0.25 0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.43888889
 0.03333333 0.01388889 0.19444444 0.         0.20555556 0.01388889
 0.         0.         0.         0.1        0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 6)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02380952 0.         0.
 0.         0.02380952 0.         0.02380952 0.         0.12218045
 0.         0.         0.5        0.         0.05075188 0.
 0.         0.         0.         0.01879699 0.         0.23308271
 0.0037594  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.6363636363636362, 22)","[0.         0.         0.         0.         0.         0.12121212
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03484848 0.         0.04242424 0.         0.32337662 0.
 0.         0.         0.         0.43773449 0.         0.
 0.04040404 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.5789473684210527, 57)","[6.30677848e-02 1.57232704e-03 6.67903026e-03 0.00000000e+00
 0.00000000e+00 1.74703005e-04 0.00000000e+00 4.83792937e-04
 7.33752621e-03 4.19287212e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.19287212e-03 0.00000000e+00 4.36757512e-03
 0.00000000e+00 2.47193718e-01 7.42487771e-03 3.49406010e-04
 4.86285814e-01 3.31935709e-03 2.28750598e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.76067527e-02
 0.00000000e+00 1.11883482e-01 9.93048659e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.8442477876106195, 188.33333333333334)"
2e1cb018-8750-4c8e-a23b-a5244883a5a6,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.66666667 0.         0.
 0.         0.         0.         0.33333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.85714286 0.         0.         0.
 0.         0.         0.         0.14285714 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 1)","[0.         0.         0.85714286 0.         0.         0.
 0.         0.         0.         0.14285714 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1.0, 1.0)"
01e593f8-51cb-47e8-a024-9d5e1e9339d4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0, 0)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0, 0)"
88300587-3e99-4017-8d5b-7b3b38a490bd,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2
 0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.6 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(1, 1)","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.35 0.   0.   0.   0.   0.35 0.   0.   0.   0.   0.3
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 2)","[0.         0.01333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01333333 0.         0.33555556
 0.         0.00555556 0.02444444 0.         0.20222222 0.00555556
 0.         0.         0.         0.4        0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.8333333333333334, 18)","[0.         0.00406504 0.         0.         0.         0.00696864
 0.         0.         0.         0.01219512 0.         0.
 0.         0.01219512 0.         0.01626016 0.         0.20878227
 0.00813008 0.00203252 0.04494774 0.07035647 0.17707496 0.00203252
 0.         0.         0.         0.41056911 0.         0.02439024
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 41)","[0.         0.         0.         0.         0.         0.03225806
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03508065 0.         0.00537634 0.00537634 0.59352919 0.
 0.         0.         0.         0.32515361 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00322581 0.         0.         0.         0.        ]","(0.5610859728506792, 221)","[3.20890635e-03 2.73193626e-02 0.00000000e+00 7.14573573e-03
 0.00000000e+00 7.48244785e-03 0.00000000e+00 1.63719712e-04
 0.00000000e+00 2.74612530e-02 6.33049552e-03 4.58415193e-03
 1.09146475e-04 3.32913949e-02 3.27439424e-04 3.09211962e-02
 2.87507787e-04 2.20234061e-01 2.36273881e-02 7.27786542e-03
 4.45981372e-02 1.35572515e-01 1.73886499e-01 6.03651051e-03
 7.55629439e-04 0.00000000e+00 0.00000000e+00 2.24971303e-01
 6.54878847e-04 1.37524558e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.43560119811724435, 1168.5)"
c4058400-b35e-4611-96d2-635bb27c7af8,"[0.         0.         0.85714286 0.         0.         0.
 0.         0.         0.         0.14285714 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.66666667 0.         0.
 0.         0.         0.         0.33333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.14487179 0.03846154 0.1965812  0.02350427 0.         0.01282051
 0.         0.01282051 0.         0.26282051 0.06282051 0.02564103
 0.03076923 0.00854701 0.         0.03418803 0.13333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01282051 0.
 0.         0.         0.         0.         0.         0.        ]","(0.975, 40)","[0.003996   0.03919295 0.09246032 0.1203373  0.00680272 0.10292802
 0.01261338 0.0021645  0.0014881  0.18446734 0.02879141 0.00396825
 0.01190476 0.02178815 0.01988796 0.10362812 0.02308802 0.03085803
 0.01230159 0.0016598  0.00545635 0.04207806 0.01468254 0.01356456
 0.03928571 0.05634921 0.0031746  0.00108225 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.9655172413793104, 87)","[0.         0.         0.71351085 0.10502959 0.         0.
 0.         0.         0.         0.13658777 0.         0.
 0.00147929 0.         0.         0.         0.00197239 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04142012 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.26315789473683715, 646)","[9.78351374e-04 3.96494984e-04 2.17688963e-01 9.49347766e-02
 6.24479600e-04 1.92058186e-04 2.08159867e-04 0.00000000e+00
 0.00000000e+00 2.30266549e-01 8.32639467e-04 0.00000000e+00
 6.77676011e-03 3.46933111e-05 0.00000000e+00 4.01772333e-01
 4.23159272e-02 3.53240986e-04 7.56944970e-05 0.00000000e+00
 0.00000000e+00 1.67523874e-03 3.53240986e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.04079933e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.16319734e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.3276050190943808, 3666.0)"
c665e5a5-8c68-4c38-901e-b9b32f62501b,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.         0.         0.         0.72916667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.14583333 0.         0.         0.0625
 0.         0.         0.         0.         0.         0.
 0.0625     0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 4)","[0.         0.0125     0.         0.         0.         0.02916667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.1        0.0125     0.         0.2125
 0.19583333 0.025      0.         0.         0.2125     0.1
 0.1        0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 10)","[0.         0.04545455 0.         0.04090909 0.         0.07797203
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.33006993
 0.13088578 0.02025058 0.0708042  0.01212121 0.23916084 0.02025058
 0.         0.00606061 0.00606061 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 11)","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.05 0.95 0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(0.5555555555555555, 18)","[0.02488688 0.010181   0.         0.         0.         0.20537061
 0.         0.         0.         0.         0.         0.
 0.         0.01357466 0.00452489 0.010181   0.         0.30488041
 0.0696267  0.0311086  0.04254202 0.02745098 0.22908856 0.00735294
 0.00452489 0.         0.         0.         0.01470588 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.17616580310880828, 96.5)"
