ID,Name,Disciplines,WoS ID,Disciplines WoS,vabb ID,Disciplines vabb,Persons,Size,Alias,when_added
3e84db40-e873-478e-b719-f16076e58f7d,From disputed land to pluralistic landscape? Formation and (re)construction of a territory: the Volta River Project in Ghana,[],[],[],['c:vabb:381955'],[],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],1,[],1
99382ff8-8dca-4138-bf88-9111e44e150b,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
f2881792-d5fa-4727-9436-1bf0850c4fb2,"Assessing and exploring the state of urban knowledge: its production, use and dissemination in cities of the south",[],[],[],['c:vabb:294006'],[],"['3de615bf-4167-4fa5-a4d3-0dac8248798a', '8ba588bf-05a2-433f-8ef4-aac328e408b3', '3347615d-8f8b-4464-9df1-1e612cf75103']",12,[],1
ece7b451-e454-4cee-992e-e32d0fab1d44,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
7fd03ef6-3990-4419-a136-6ce056b670fd,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
9bad5adc-5299-4872-b8f2-f0fb2989abe4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
a69cb9af-6d25-4dec-8fb6-29fbaf5eecaa,"Developing Urbanism[s] in Development: the Case of Ciudad Guayana, Venezuela",[],[],[],['c:vabb:294054'],[],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],4,[],1
ee572e2f-4751-4700-b115-16ae49e72463,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
e97a9fc0-c335-476e-b3cf-94b90d8a40cb,European mesolithic: geography and culture,['060104'],[],[],['c:vabb:392937'],['060104'],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],3,[],1
3cb5190f-278b-4b3f-a3ca-099d71c2c211,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
7e7452b5-dc8e-4744-9e23-cbe708035251,An archaeological survey of the land-sea transition zone at Doelpolder Noord: impact of sea level rises on the palaeolandscape and human occupation from prehistory to the middle ages: results of the first fieldwork campaign,[],[],[],[],[],"['45230f30-5ba1-4ba1-a305-1307392c1cc1', 'd0f03095-2c74-4505-a1de-aeed12f29710', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",3,[],1
c4e330a8-1561-47a5-acec-6a872942ab13,An expansible aortic ring for a physiological approach to conservative aortic valve surgery,"['0306', '0306']",['000269323000029'],"['0306', '0306']",[],[],['05e00835-520a-4d3b-8e53-fbe03c1e43c7'],10,[],1
bc167a7d-a355-4b44-9289-fa2de0ec0353,Bronze and Iron Age landscapes in Sandy Flanders (NW-Belgium): a geoarchaeological approach,['060101'],[],[],['c:vabb:300050'],['060101'],"['daa43a5f-77e8-4b24-8d44-734f3e818ea9', '5c4d589f-f18e-460a-8938-4dca853d8db6', 'eb426c02-5db9-450d-991c-7eac7edeb3ba', 'e5de9cf0-0afb-4cd9-a7a7-abd2e88cf474', '93f490b7-62d4-47e8-bb08-80252041f606', '11823e0f-1f97-4f77-a559-aa562fe99f51', 'a67bb3c8-4c4f-43c8-b674-c5015c5f9dda', '1522a1c2-b1dc-4b68-bfee-99d2448abb9c', 'e165795d-1395-4284-a505-9f068c2c7cb6', '0e87a7f7-f745-4db1-a1f9-71b6e5c56dea', 'f9970bb6-d976-44c9-a672-75784a18e269', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",13,[],1
dc37c766-1c94-4139-a1fe-e9f2398cad0f,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
e5388c00-0284-4b81-b22e-d019d751c942,Radiocarbon Dating of Pottery Food Crusts: Reservoir Effect or not? The case of the Swifterbant pottery from Doel U&#43;201CDeurganckdok&#34;,[],[],[],['c:vabb:282094'],[],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '3e22ba35-c273-4d65-8fb1-79aed58f202a', '5c4d589f-f18e-460a-8938-4dca853d8db6']",7,[],1
b239a6d1-648b-4b39-ac82-1e06203a636f,GUAYAQUIL Conflicting Competences in Guayaquil&#39;s Contested and (In)Formal Periphery,[],['000488599000010'],[],[],[],"['0f2c8a69-0124-47c0-a07d-28642260dc7b', '6d03a365-af9c-46ed-a300-433c4cf85156', '3de615bf-4167-4fa5-a4d3-0dac8248798a']",5,[],1
37cbc5cd-9fd1-433f-8cdf-ef007ad683e5,La contribution des dates radiocarbone pour démêler les palimpsestes mésolithiques: exemples provenant de la région des sables de couverture en Belgique du Nord-Ouest,['060101'],[],[],['c:vabb:350967'],['060101'],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '3e22ba35-c273-4d65-8fb1-79aed58f202a', 'daa43a5f-77e8-4b24-8d44-734f3e818ea9']",3,[],1
fa50c568-05a1-4828-a3bf-98cca36a4e1b,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
74a706ad-cc52-40a3-bc02-115896f2104c,Engineering Organoid Vascularization,['0306'],['000463009000001'],['0306'],[],[],['05e00835-520a-4d3b-8e53-fbe03c1e43c7'],2,[],1
1e20a349-c993-45c3-a700-7c402255b0b6,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
54be8bff-0f61-4105-9717-6bb268f5b917,The diverse role of electromagnetic induction survey in development-led alluvial (geo-)archaeology: prehistoric and (post-)Medieval landscape archaeology at Prosperpolder Zuid (north-west Belgium),[],[],[],[],[],"['45230f30-5ba1-4ba1-a305-1307392c1cc1', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",9,[],1
2b9eec21-5e05-4ab6-aba6-e001eba60c36,Swifterbant pottery in the Scheldt basin and the emergence of the earliest indigenous pottery in the sandy lowlands of Belgium,[],[],[],[],[],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],6,[],1
8e4c7c29-87d1-4b56-9c96-65b27cb1be45,Inwonen als alternatief voor huur,[],[],[],['c:vabb:422068'],[],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],4,[],1
ad04a3ff-d483-4767-9bf3-a4fefcf543be,"Re‐tracing the emergence of a Human Settlements approach: designing in, from and with contexts of development?",['0604'],['000450599300009'],[],['c:vabb:460273'],['0604'],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],2,[],1
0f98aab7-15d1-4549-a5bc-99479a9d6e54,Grootschalig nederzettingsonderzoek in een inheems-Romeins landschap: resultaten 2006-2007 en voorlopig bilan van het preventief archeologisch onderzoek ‘Kluizendok’ in de Gentse Haven,[],[],[],[],[],"['519699f5-d15a-41e2-832a-8a31702647a1', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",4,[],1
b48d465c-6837-460a-9caf-47426fec9390,LU&#43;2019occupation préhistorique de lU&#43;2019Escaut belge et son cadre paléo-environnemental : les sites de Ruien et de Kerkhove,[],[],[],[],[],"['c3d50ada-cba6-4d74-9ebd-36e7849e81cd', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",2,[],1
43f8b375-2c36-4fa9-bb04-6a0859499e99,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
46c54c5f-85d7-493d-a4f1-728e4e163bb4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
fa9aefeb-9dd2-4b92-a375-8a66d577f7fa,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
ab220400-e780-47db-b1e8-cfadef1b1a49,"Continued geoarchaeological research at the Moervaart palaeolake area (East Flanders, Belgium): preliminary results",['060101'],[],[],['c:vabb:301216'],['060101'],"['5c4d589f-f18e-460a-8938-4dca853d8db6', 'eb426c02-5db9-450d-991c-7eac7edeb3ba', 'f9970bb6-d976-44c9-a672-75784a18e269', '11823e0f-1f97-4f77-a559-aa562fe99f51', 'daa43a5f-77e8-4b24-8d44-734f3e818ea9', '93f490b7-62d4-47e8-bb08-80252041f606', 'e5de9cf0-0afb-4cd9-a7a7-abd2e88cf474', 'a67bb3c8-4c4f-43c8-b674-c5015c5f9dda', '1522a1c2-b1dc-4b68-bfee-99d2448abb9c', 'e165795d-1395-4284-a505-9f068c2c7cb6', '0e87a7f7-f745-4db1-a1f9-71b6e5c56dea', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",15,[],1
457a8cc4-8360-49cc-a76a-857eb011490c,The influence of environmental changes on local and regional vegetation patterns at Rieme (NW Belgium): implications for final palaeolithic habitation,"['0299', '0106', '0106', '0107']",['000312059400002'],"['0299', '0106']",['c:vabb:337689'],"['0106', '0107']",['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],4,[],1
c5f51697-b739-43eb-a6e9-187213fee40d,C-14 dates as demographic proxies in Neolithisation models of northwestern Europe: a critical assessment using Belgium and northeast France as a case-study,"['0299', '0601', '0504', '060101']",['000345734600047'],"['0299', '0601', '0504']",['c:vabb:392471'],['060101'],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],2,[],1
c5aaf166-1c83-4953-9c79-739ed04f6bee,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
c0aa42fc-7a39-4ccf-a582-36cb419cd7e7,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
4ae95706-2507-42fa-8a2d-b57538d3aa8f,A sealed flint knapping site from the Younger Dryas in the Scheldt valley (Belgium): bridging the gap in human occupation at the Pleistocene-Holocene transition in W Europe,"['0299', '0601', '0504', '060101']",['000343336200037'],"['0299', '0601', '0504']",['c:vabb:390328'],['060101'],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '3e22ba35-c273-4d65-8fb1-79aed58f202a', '29adae20-a419-4600-9f16-c96c4a316bfa']",12,[],1
7fc0b6f7-a289-4a46-acb1-6e1d6b611060,Early pottery in hunter-gatherer societies of Western Europe,[],[],[],['c:vabb:298388'],[],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],3,[],1
2214d988-25b0-4821-ab64-aa14f44603d9,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
6ee6dc75-308d-4b39-b8fd-4ca6110379a3,Bioturbation and the formation of latent stratigraphies on prehistoric sites,[],[],[],[],[],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '75744244-14d3-4ef5-80ef-d14e04900438', 'f4548096-983d-4f9f-a7ba-46ac9fc8a177', '3e22ba35-c273-4d65-8fb1-79aed58f202a', '45230f30-5ba1-4ba1-a305-1307392c1cc1']",7,[],1
91700dd3-0830-4602-bcc6-9356799d8cba,A Radiocarbon Database for the Mesolithic and Early Neolithic in Northwest Europe,[],[],[],['c:vabb:282078'],[],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],11,[],1
5a4b4206-1bcb-4c2e-8beb-40a5165814aa,De Schelde-oversteek van de weg Bavay-Aardenburg te Kerkhove. Multidisciplinair onderzoek naar Romeinse sporen in het Scheldealluvium (W.-Vl.),[],[],[],[],[],"['3e22ba35-c273-4d65-8fb1-79aed58f202a', '2d795ae0-feaf-4619-9897-9d1a72c34dac', 'c3d50ada-cba6-4d74-9ebd-36e7849e81cd', 'b38ab233-2472-4149-b2e4-85ae14f85fc3', '2bc68fff-64f5-44ce-8e77-1704641e929e', 'a3ef2337-b5de-4bc5-aff7-f68075964798', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",16,[],1
a1b90e77-4cf8-4586-a101-77d66c049bc0,Steentijdvondsten aan de Ringlaan te Brecht,['060101'],[],[],['c:vabb:392413'],['060101'],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],2,[],1
7ab07efe-b21c-4fb3-9547-90b2818a90f1,A Mesolithic bone tool from the Moervaart palaeolake (NW Belgium),['060101'],[],[],['c:vabb:354142'],['060101'],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab']",4,[],1
49164f46-e3ee-4ba5-97a0-851a8424872a,From Integration to Solidarity: Insights from Civil Society Organisations in Three European Cities,['0507'],['000454089400003'],[],['c:vabb:460288'],['0507'],"['3de615bf-4167-4fa5-a4d3-0dac8248798a', 'f0090104-8836-4e84-ae2a-b2b566b756fa', '257ba9ad-4f4c-4c16-a9c8-9fbaaedfed5d']",3,[],1
972f539e-b46f-4d63-bd92-8ac0aaac61c7,Autonomía and cultural co-design. Exploring the Andean minga practice as a basis for enabling design processes,['0502'],[],[],['c:vabb:460068'],['0502'],"['1e4222a4-b518-4d07-ade6-cb0f927e0bb3', '3de615bf-4167-4fa5-a4d3-0dac8248798a']",2,[],1
1b4380cc-7d3e-43c8-8f66-8dd7cbb28850,Three-dimensional recording of archaeological remains in the Altai Mountains,"['0601', '0504', '060101']",['000308514600020'],"['0601', '0504']",['c:vabb:335915'],['060101'],"['5dbbeb4b-1ba6-4d35-9a0e-7f5159e02dfb', '5f257b1f-5292-4e1e-af22-64295d6bd2b0', 'daa43a5f-77e8-4b24-8d44-734f3e818ea9', 'e5de9cf0-0afb-4cd9-a7a7-abd2e88cf474', '45230f30-5ba1-4ba1-a305-1307392c1cc1', '23a7d55f-1935-4c07-98a6-209b3edc4103']",7,[],1
26836dac-df1e-4f10-8b2b-b53a8fb68150,Reconstitution of a Patterned Neural Tube from Single Mouse Embryonic Stem Cells,[],['000417637400005'],[],[],[],['05e00835-520a-4d3b-8e53-fbe03c1e43c7'],6,[],1
960e4c2c-5420-485d-a3cc-caa403e27671,La transition du Mésolithique ancien au Mésolithique moyen/récent dans le nord-ouest de la Belgique: quelques réflexions concernant lU&#43;2019occupation du territoire,[],[],[],['c:vabb:278999'],[],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '3e22ba35-c273-4d65-8fb1-79aed58f202a']",3,[],1
129a6de4-1dd6-417d-b47f-dcb6ec6d053d,Absolute dating (14C and OSL) the formation of coversand ridges occupied by prehistoric man in NW Belgium,[],[],[],[],[],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', 'cfa0ea0f-bead-4f67-a174-9c92c499c79f', '7cf1d2cb-2b40-4689-b35d-1f456910627c', '11823e0f-1f97-4f77-a559-aa562fe99f51', '0e87a7f7-f745-4db1-a1f9-71b6e5c56dea', 'daa43a5f-77e8-4b24-8d44-734f3e818ea9']",11,[],1
8405b100-0575-466a-ad67-fd79d9555ac9,The 3-D reconstruction of medieval wetland reclamation through electromagnetic induction survey,[],['000316542800001'],[],['c:vabb:353289'],[],"['eb426c02-5db9-450d-991c-7eac7edeb3ba', 'e165795d-1395-4284-a505-9f068c2c7cb6', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab']",8,[],1
360fa363-01da-47ed-a0f0-b05cac44244b,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
f4ee3663-4e71-447d-8883-ced89275ae82,Dark Ages woodland recovery and the expansion of beech : a study of land use changes and related woodland dynamics during the Roman to Medieval transition period in northern Belgium,[],['000573246200001'],[],[],[],"['273d4e2a-eaf8-4419-8310-bbe82da28d9a', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', 'c759591b-76aa-4495-9b95-012efb7bf8be', 'a3ef2337-b5de-4bc5-aff7-f68075964798', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab']",9,[],1
b5989d6c-76b4-4e32-8c15-fa27b0bad25a,Is AAA-pretreatment sufficiënt to obtain reliable 14C dates on food residues?,[],[],[],[],[],"['31ae1aa5-b70b-41eb-be3a-25f80276c28d', 'f4548096-983d-4f9f-a7ba-46ac9fc8a177', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",4,[],1
7e92b101-9423-43eb-933c-517ae33a1ed6,Luminescence chronology of the landscape evolution around archaeological settlements in the Moervaart area (N Belgium),[],[],[],[],[],"['cfa0ea0f-bead-4f67-a174-9c92c499c79f', 'f9970bb6-d976-44c9-a672-75784a18e269', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '7cf1d2cb-2b40-4689-b35d-1f456910627c']",5,[],1
d8da20c7-10ad-43bd-ac92-2d424252d94e,"A well-preserved Michelsberg Culture domed oven from Kortrijk, Belgium","['0601', '0504']",['000466141300011'],"['0601', '0504']",[],[],"['f4548096-983d-4f9f-a7ba-46ac9fc8a177', '6f42f6de-c646-4bc7-a820-c7e32d9008d5', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",8,[],1
a120a1a9-08ba-4c4c-b00c-62c6920f09cc,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
0b72c7e7-1f44-4738-8218-4a4bd4641175,Reconsidering Village in the Expanding City - Taihu,['0504'],[],[],['c:vabb:381947'],['0504'],"['3347615d-8f8b-4464-9df1-1e612cf75103', '8ba588bf-05a2-433f-8ef4-aac328e408b3', '3de615bf-4167-4fa5-a4d3-0dac8248798a']",7,[],1
313e4b17-6d72-431a-941b-8f48429fc610,Experimental alteration of flint used on prehistoric sites in NW Belgium,[],[],[],[],[],"['6f42f6de-c646-4bc7-a820-c7e32d9008d5', '05efbed4-aced-4b32-a5c8-55cbb3771ddf', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '29adae20-a419-4600-9f16-c96c4a316bfa']",5,[],1
a6f2d35f-9316-4f2e-bb61-81e302b1fa32,Steentijdvondsten uit het mesolithicum en neolithicum op de meerperioden-site van Aalter &#39;Woestyne&#39; (O.-Vl.),['060101'],[],[],['c:vabb:336360'],['060101'],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],4,[],1
5796b030-959e-43f6-8f06-05f41594dcf2,Geotechniek &amp; archeologische prospectie : een overzicht van mechanische boor- en elektrische sondeer- technieken voor archeologie,['060101'],[],[],['c:vabb:419331'],['060101'],"['45230f30-5ba1-4ba1-a305-1307392c1cc1', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",4,[],1
693c5c3b-429e-4231-ac95-8ee1e8822033,"Direct push, in situ video imaging of buried prehistoric landscapes in soft soils : first results in the polders, coversands, and loess belt of Belgium",[],['000597330600006'],[],[],[],['45230f30-5ba1-4ba1-a305-1307392c1cc1'],2,[],1
8007e48f-60aa-4dca-a4a0-e0962b4d0a07,The brown gold: a reappraisal of medieval peat marshes in Northern Flanders (Belgium),"['0207', '060104', '0507']",[],[],['c:vabb:308567'],"['0207', '060104', '0507']","['6759a0f8-d8e7-4b39-b9b0-53df9a964f69', '6a97bd2d-afa6-4edf-851f-5b9226a39e1b', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '5c4d589f-f18e-460a-8938-4dca853d8db6']",6,['d1f8f9e2-91fc-4fb2-a4e4-f17c0ae18893'],1
832b888a-2b33-49a3-a4e2-efa6e2b3670e,Dwelling practices informing urbanism/ Urbanism informing dwelling practices,[],[],[],['c:vabb:313340'],[],"['3de615bf-4167-4fa5-a4d3-0dac8248798a', '8ba588bf-05a2-433f-8ef4-aac328e408b3', '3347615d-8f8b-4464-9df1-1e612cf75103']",6,[],1
0270c639-6c6c-4400-a22e-50361586482e,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
7a64426f-06b9-4a28-bca3-105764bc088d,Trading Lines/ Living Rails,[],[],[],['c:vabb:381925'],[],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],8,[],1
ef504b5d-da17-45b4-a4ff-3a8ae56d22f2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
943673a1-a056-4e93-9442-8348a9eec994,Water urbanisms,[],[],[],['c:vabb:180084'],[],"['3347615d-8f8b-4464-9df1-1e612cf75103', '8ba588bf-05a2-433f-8ef4-aac328e408b3', '3de615bf-4167-4fa5-a4d3-0dac8248798a', '20c2ac4e-c674-4ceb-b1cd-e539609b7080']",4,[],1
714b1e71-eeb9-449c-866a-ffb8ec3ee584,Das zweite Leben des Grand Etang. Die Place Flagey in Brüssel,[],[],[],['c:vabb:294003'],[],"['8ba588bf-05a2-433f-8ef4-aac328e408b3', '3de615bf-4167-4fa5-a4d3-0dac8248798a']",2,[],1
802dc557-71d3-415d-adc8-9731b66d1cd2,Redefining the Mesolithic: Technological research in Sandy Flanders (Belgium) and its implication for north-western Europe,[],[],[],[],[],"['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', '3e22ba35-c273-4d65-8fb1-79aed58f202a']",3,[],1
7eb222f8-7709-4117-915b-9c8203bdcf54,"Digitizing, inventorying, reviewing and analyzing the &#39;Bronze Age barrows database&#39; of East and West Flanders (Belgium)",['060101'],[],[],['c:vabb:300049'],['060101'],"['daa43a5f-77e8-4b24-8d44-734f3e818ea9', '5c4d589f-f18e-460a-8938-4dca853d8db6', 'e5de9cf0-0afb-4cd9-a7a7-abd2e88cf474', '93f490b7-62d4-47e8-bb08-80252041f606', '11823e0f-1f97-4f77-a559-aa562fe99f51', 'a67bb3c8-4c4f-43c8-b674-c5015c5f9dda', 'eb426c02-5db9-450d-991c-7eac7edeb3ba', '1522a1c2-b1dc-4b68-bfee-99d2448abb9c', 'e165795d-1395-4284-a505-9f068c2c7cb6', '0e87a7f7-f745-4db1-a1f9-71b6e5c56dea', 'f9970bb6-d976-44c9-a672-75784a18e269', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",13,[],1
4f9f940c-987a-4348-8bde-b8272e507def,Een (graf?)kuil met gecremeerde beenderen uit het midden-neolithicum aangetroffen op de Bentel te Oud-Turnhout (provincie Antwerpen),['060101'],[],[],['c:vabb:336314'],['060101'],"['3e22ba35-c273-4d65-8fb1-79aed58f202a', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",6,[],1
879be6ba-954e-4411-8c64-c72135a0b216,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
a69cb9af-6d25-4dec-8fb6-29fbaf5eecaa,"Developing Urbanism[s] in Development: the Case of Ciudad Guayana, Venezuela",[],[],[],['c:vabb:294054'],[],['3de615bf-4167-4fa5-a4d3-0dac8248798a'],4,[],1
37a347a7-a5b0-4673-99e4-585419e9752b,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
4d4e92cf-3c03-49e2-952b-cc262932fcb6,"De Schelde : stroom in verandering : mens, landschap en klimaat van prehistorie tot nu",[],[],[],[],[],['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],2,[],1
4d2a0162-286a-469e-87d4-2b657cbe1943,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
081f20c4-56c1-4e73-9694-ccfc45f52682,"Quitopia. Collective City-making, Participation and Autonomy in Quito&#39;s Urban Future",[],[],[],[],[],"['1e4222a4-b518-4d07-ade6-cb0f927e0bb3', '3de615bf-4167-4fa5-a4d3-0dac8248798a', '8ba588bf-05a2-433f-8ef4-aac328e408b3']",4,[],1
daaab206-2f4a-49b1-8617-292d3eb04075,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
b762f9de-fb48-418f-a0a1-71ef76f42f04,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
9490a5cf-8fd7-43af-962e-634677ac1bf1,"IJzertijdsporen in een Romeins landschap te Kluizen (Evergem, prov. Oost-Vlaanderen)",[],[],[],['c:vabb:207344'],[],"['519699f5-d15a-41e2-832a-8a31702647a1', '9ad85c24-03a3-45d0-80d1-d2cd0bcdf3ab', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']",4,[],1
