ID,Name,WoS disciplines,Disciplines,Persons,when_added
bebab62f-6feb-431c-9032-e24139423db2,"Parents’ and Adolescents’ Perspectives on Parenting: Evaluating Conceptual Structure, Measurement Invariance, and Criterion Validity",['000358082100008'],['0501'],"['70ff31ea-da00-4f85-b5bf-d41e411cc386', '8c1486b2-c4d9-4935-a796-4d6316e07f02', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '129248cb-3423-46b0-ac29-57609e5ad396', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff']",1
557999dd-c05c-4ae8-9327-489c853a77f9,The Toll-like receptor 7/8 agonist resiquimod greatly increases the immunostimulatory capacity of human acute myeloid leukemia cells,['000270869000004'],"['0306', '0306']","['273b9981-2fe2-4969-be73-fda750732186', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '88929f47-689b-464e-9e97-4fff36a32482', 'd5532e44-480f-45bc-9d4e-b8b630003c92', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3', '8dfe3352-bc32-402d-bac2-8e46afaa6077']",1
30962589-7511-49fc-bf65-b75fec4c3e68,Preschool Psychopathology Reported by Parents in 23 Societies: Testing the Seven-Syndrome Model of the Child Behavior Checklist for Ages 1.5-5,['000284918200006'],"['0306', '0306', '0501']","['9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '162a13d4-5e8e-46f2-b60b-c45a038118c8', 'f9cb2662-342e-4a44-af70-a225e669c711', '7138158b-ee0a-4e59-a56f-5afa67d37062', '90032c42-6555-4d3a-87e3-84838fa99ac7', 'edf7fa75-022b-4298-8c1d-d19090c3c7c9', '2d30e14c-4570-472c-8e17-65e5f31a775e', 'c5246aa8-a19f-4a82-863d-b74755ce9d7c', '32ec1b93-85f8-4284-b557-7488376d7ddc', '1208b0ae-4213-4f4d-9772-2b81ef28fe3a', '34eddd86-f891-49e2-be2b-81847eca5293', '2a263a80-0067-4375-ae65-d09b274551b4', 'ff56565f-35e5-472d-969d-8e0604aeebf5', '580f25cb-0241-453d-8538-cb6091f1ac8d', '46b2bd0a-63e5-430a-8249-1e2e4ed07067', '57b6e88d-1e00-4373-b755-7f6cb924b609', 'e8328456-b7b4-4cb3-830f-7a7750873258', '9a582531-1b1c-485d-b3eb-860810d8dc10', '810308a5-3db1-4915-9b94-80f857af6920', '5a1185f4-deec-43bf-9b74-1a2a9891f993', '53bdd0c9-8eae-4599-924f-338262f64aff', 'e7aa7082-e7ba-4b9e-84c1-b82b33064338', '8ba242cd-7fc0-4103-9fd3-79fbc1c5dc98', '167b22ba-3036-4a84-91c5-7b6ddf7852a2', '4cd5bf4a-6fa0-4f49-a026-6b1e05ee11e6', 'ba450081-e6ea-425d-8c65-c4c7c2ce6c45', '4b67bbdb-60e5-4472-a9f5-42a18bade1b7', '4085926a-0da0-4798-b375-b063407f46ba', '2eb68253-d926-4ed0-a2bf-30b0c33f9a30', '6ed36839-5027-4f67-8ac1-728b0cf33b2a', 'a5d0310f-8706-4147-85be-21ad8084e661', '3a1425b0-18a3-4f45-86a3-d6448829a290', 'e3166b73-30bb-4982-9161-b750a904b43e', '76479a48-4c2d-4e8c-bb12-331472960014', '093a94e2-9bfd-4163-a3cc-3e490e637a3c', '8619703e-6f45-4c0a-93fa-3fcb3cee511e', '16b9c8f7-2a36-4477-adc9-4abd225a9dce', '0c881db1-d5c1-468d-94f6-04e0d5e65eec', 'f58a629e-2887-4410-bfb4-c4a588cc12b4', 'f6c15801-8af5-4458-8347-451510cdd961', '1041c5c3-17cd-4274-8d44-6e0e256db2e4', '327b04e4-ab90-41a0-a429-5e1f352acd28']",1
e82e103d-f2a9-4c07-9dd1-434d086e8638,School Engagement Trajectories in Adolescence: The Role of Peer Likeability and Popularity,['000407541900005'],['0501'],"['24ad45d7-87bf-4c5b-83ff-1072816d8b93', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'eb939540-c8ef-4bf7-b46d-8b35caa50bdf', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', '19956a84-18a9-47c9-8e65-94de62d7130b', '8c1486b2-c4d9-4935-a796-4d6316e07f02', '129248cb-3423-46b0-ac29-57609e5ad396']",1
8a38a1b3-2289-4d49-967d-35eae5fc4dce,Onderzoek naar de cognitieve en academische vaardigheden van studenten met een autismespectrumstoornis in het hoger onderwijs,[],[],"['2899c803-3434-4464-9233-ae22d7b02ba0', '0e30f87d-d496-405c-ab0a-c7f437e803f9', '3601d182-88f8-49a5-a7d1-230289f2e40e']",1
c183a989-b5de-4c12-b9fc-03f3e068e52b,Dendritic cell-based cancer gene therapy,['000271026800003'],"['0306', '0306', '0306']","['273b9981-2fe2-4969-be73-fda750732186', 'e9cc6001-5991-4a6b-8874-9bc89edeb331', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3']",1
82d32016-cda9-4fd5-b014-2cf24b7de13a,Prevention of antisocial behaviour: Evaluation of an early intervention programme,['000264848300004'],['0501'],"['86f9870d-43b9-4f41-8be5-975346cec223', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'a7fe8e20-f0b1-4f37-b5dc-753759d6c21b', 'ad4c4b71-5106-4562-87ae-8f688649c6fc', '07c5c485-dbfb-490c-a3c1-d84389fd6da0', 'ab63ad24-a0c4-4cbb-befd-19dcf0ad86cd']",1
fb2ace87-c67b-4786-ad0a-2c7a6d82ad81,Behavior problems among school-aged children with autism spectrum disorder: Associations with children’s communication difficulties and parenting behaviors,['000336111200013'],"['0304', '0306', '0501', '0508']","['b139f252-48d3-4f02-94e7-297bfa533ba9', '6bea4dbc-248c-4850-a929-aa69bc315d76', '3eb59a5d-2818-48e7-9a86-734d603c157a', 'cb3ea485-4c73-4689-b431-6347a7e7d775', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '0e30f87d-d496-405c-ab0a-c7f437e803f9']",1
15f59aaf-a045-40e6-aa13-20eb4e82f81c,Kinderen en jongeren met gedrags- en emotionele problemen,[],[],"['86f9870d-43b9-4f41-8be5-975346cec223', '3601d182-88f8-49a5-a7d1-230289f2e40e', '5df8055e-0375-438f-9e59-9c3b52bf30c9', '06d7b473-5e61-47ea-9114-54dd733582f8', '06ec6de3-0990-4e8d-a90f-2fc9d0c1cc00', '473e4928-1f39-41d3-b1e7-f6cada45f12e']",1
3dcd0f0b-93fc-4b44-a321-26b07ddf30bd,Parenting Practices in Vietnam: An Investigation of the Psychometric Properties of the PBS‑S and PCS,['000458236300007'],"['0501', '0507']","['996d63cb-e3d5-4512-869e-165bca135ae8', '1c8a8edd-6f04-420c-b50a-686e188549f9', '86f9870d-43b9-4f41-8be5-975346cec223', 'e9a95395-bf6c-4468-b699-d7ea8d89e17b', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '14f9ce26-2641-4898-9ee0-d8ffee629593']",1
f6da12ca-6537-4392-b8e2-fb039993ee6d,ERROR,ERROR,ERROR,ERROR,1
4328c7b4-702c-4c02-9229-aa83cd1583dc,Human tears reveal insights into corneal neovascularization,['000305336100030'],['0106'],"['5825c8e8-e61c-4de9-a746-51595345c46a', '05436106-4fc3-494b-8de2-941156f9d84e', '7e9c6652-f150-4128-8e80-136bb1842553', '88929f47-689b-464e-9e97-4fff36a32482', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', 'd2299626-3d1d-49cd-ab64-27c462b7d7ef', '52a8d136-ddb9-4f81-9177-2b98f9f49dc2', '97d7b775-a10c-4aa6-b9ae-98eaa203f41b']",1
47c507db-c4ca-498a-b45a-4f17e79ed1a1,Electroporating human corneal epithelial cells with interleukin 10 and Fas ligand pDNA,[],[],"['5825c8e8-e61c-4de9-a746-51595345c46a', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', 'd2299626-3d1d-49cd-ab64-27c462b7d7ef']",1
9d3cf4c5-0056-48c7-ae3d-849e697eea1c,ERROR,ERROR,ERROR,ERROR,1
c6c039c1-fc0f-4ba8-87ac-79249ff37ea9,"Depressive symptoms in adolescence: The role of perceived parental support, psychological control, and proactive control in interaction with 5-HTTLPR",['000377351400008'],['0306'],"['3265cec4-8b74-468c-9b3c-1f1c49ae8c46', '944c19b5-50f1-4dd6-8fd9-0708be844f95', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '129248cb-3423-46b0-ac29-57609e5ad396', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', '8c1486b2-c4d9-4935-a796-4d6316e07f02', '19956a84-18a9-47c9-8e65-94de62d7130b']",1
41ca9685-7757-4887-96d2-87f038c7b100,"Functioning and participation problems of students with ASD in higher education: which reasonable accommodations are effective? (vol 32, pg 71, 2016)",['000396842300010'],['0508'],"['0e30f87d-d496-405c-ab0a-c7f437e803f9', '3601d182-88f8-49a5-a7d1-230289f2e40e', '018a737f-f8de-425f-a9e5-947921ace448', '99fb105d-36da-4565-bdd6-13a58db0a49b', '3c4f311b-aded-43cc-9f5a-a16a20cb7f18']",1
d5d339b0-6285-4405-a166-bac894c695ba,Invloed van foetale blootstelling aan tabaksrook op vroegkinderlijke ontwikkeling van Vlaamse kinderen,[],[],"['1fb62287-a6bf-49a2-a9dd-1199d88bcdbf', 'c57e7d03-1585-4506-9bce-1ba86195e39a', '24763685-8e72-4a5d-8cf7-591f50a8abe0', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'bb0a2600-c4cd-4a56-9fc7-f3419690a728', 'd395b842-b38a-4066-8037-494c9aaf3901']",1
91ac85e2-191c-4905-8723-91612ff20cb2,Parental involvement in educational activities in Tanzania: understanding motivational factors,['000477958900005'],['0508'],"['7d06063d-adbd-4dcf-ba19-89cf06f71a91', '2990f785-8482-4392-800e-ccdb1ff6a4a8', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'ca31b403-6413-4b0b-a8b8-90eedc5dbe7b']",1
f23fe590-4475-4810-a506-fe4b5fe85f46,Mothers&#39; Parenting Behaviors in Families of School-Aged Children with Autism Spectrum Disorder: An Observational and Questionnaire Study,['000363066900016'],['0501'],"['b139f252-48d3-4f02-94e7-297bfa533ba9', '560f3a0b-9de9-464b-bf75-f988278aa0f7', '3eb59a5d-2818-48e7-9a86-734d603c157a', '6bea4dbc-248c-4850-a929-aa69bc315d76', 'cb3ea485-4c73-4689-b431-6347a7e7d775', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '0e30f87d-d496-405c-ab0a-c7f437e803f9']",1
26cc6f16-8e09-4824-abff-6aaa0554dabf,Cytomegalovirus-associated accumulation of late-differentiated CD4 T-cells correlates with poor humoral response to influenza vaccination,['000314625900016'],"['0306', '0306', '0402']","['c7d625ef-a3f6-4549-b977-34cb66db2d53', '4f0d1785-b300-411b-a527-e0a59ef5f8d6', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '7d430410-3738-42bf-ba35-85a571e5698f', 'ddb5baff-ba35-4c54-a5a6-02eb626b26a6', 'b73189a5-15b6-4012-a242-296edcfb55e7']",1
39abafde-ea12-4980-9491-a223d4deeded,ERROR,ERROR,ERROR,ERROR,1
37a75d02-7a94-428e-bb7c-2bb6e6536f6c,ERROR,ERROR,ERROR,ERROR,1
dedcb9ad-a615-4003-8473-a2a848c9622d,Keeping the spirits up: The effect of teachers’ and parents’ emotional support on children’s working memory performance,['000398176800001'],['0501'],"['a1022cb1-3ead-4324-a524-9859653fa2eb', '5c129615-feb3-4add-b985-0d2172a986b8', '129248cb-3423-46b0-ac29-57609e5ad396', '3601d182-88f8-49a5-a7d1-230289f2e40e']",1
5a01383b-0eb1-4781-8cf8-b6f72493aaf6,Executieve functies,[],[],"['3601d182-88f8-49a5-a7d1-230289f2e40e', 'a1022cb1-3ead-4324-a524-9859653fa2eb']",1
book-component:18e23194-6364-4eba-a31a-780122ce7eb4,ERROR,ERROR,ERROR,ERROR,1
1f6a6274-3712-4c90-ac77-f3fb92bf2efa,ERROR,ERROR,ERROR,ERROR,1
b6e00fc0-2d61-47c2-ba26-744ec38dc1c2,De relatie tussen aandachtstekortstoornis met hyperactiviteit (ADHD) en plasproblemen bij kinderen : een prevalentie-onderzoek met 2 jaar follow-up,[],[],"['3601d182-88f8-49a5-a7d1-230289f2e40e', '5a1fc4a6-f155-4811-9b10-5497c38f8df0', '6c2a5f20-0dca-4b2e-9c2a-0fd514135092']",1
ec0ec240-a8a1-454c-9c2d-da0df1d0a53c,Power Assertive Discipline and Internalizing Problems in Adolescents: The role of Attachment,['000287028200002'],"['0501', '0504']","['86f9870d-43b9-4f41-8be5-975346cec223', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '88fc93d0-ed58-485a-a84c-bc5f20c49f0c', '3cbf58ef-ac20-46b0-9ef9-72e8d3894646', '6f4d8a98-6cd6-4c06-a9e8-dc773f51440d']",1
f7cba4ca-6723-411f-85c1-eaf964b80841,"Adolescent externalizing behavior, psychological control, and peer rejection: Transactional links and dopaminergic moderation",['000407646100008'],['0501'],"['70ff31ea-da00-4f85-b5bf-d41e411cc386', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', '8c1486b2-c4d9-4935-a796-4d6316e07f02', '129248cb-3423-46b0-ac29-57609e5ad396', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '19956a84-18a9-47c9-8e65-94de62d7130b', '996d63cb-e3d5-4512-869e-165bca135ae8', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff']",1
421cb8f6-04d1-4201-9d5e-76ded95e0f4f,Adolescent-Parent Discrepancies in Perceptions of Parenting:Associations with Adolescent Externalizing Problem Behavior,['000490317200021'],"['0306', '0501', '0504']","['996d63cb-e3d5-4512-869e-165bca135ae8', 'eb939540-c8ef-4bf7-b46d-8b35caa50bdf', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '8c1486b2-c4d9-4935-a796-4d6316e07f02', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', '129248cb-3423-46b0-ac29-57609e5ad396', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff']",1
f9fe83ef-5220-4352-bb02-a02f9438aa64,Ouders en jeugdwerk: ervaringen en verwachtingen van ouders over deelname en betrokkenheid bij jeugdwerk,[],[],"['fd73dee0-33bb-4237-8086-e1f3890b842c', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '474794ae-4523-4734-8e90-d9674e49035e']",1
1925adcb-42f8-4d1c-8f0c-209874aa5b31,ERROR,ERROR,ERROR,ERROR,1
4e8fe1a1-d9d7-42b8-8b8f-48ceb1d88e97,Subspace K-means clustering,['000328272100009'],['0501'],"['8d242082-4473-4322-af8c-d5c0a6406638', '66804c3f-9b82-4a91-a01a-232045b50e8b', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'e3ce1255-5742-4052-8c38-55eda6440ee9']",1
65284990-1448-442b-a0d7-7b513c52c4a6,Bone marrow-derived progenitor cells are functionally impaired in ischemic heart disease,['000381995400002'],"['0306', '0306']","['0a2b7702-7c41-45a0-a2bd-0a888d1ebaf6', '53bc1bcf-37eb-4312-94a0-56a59ecebd59', 'a9eac012-4b81-4d88-8dd1-165b2f18eb55', '7f942074-16ed-4e07-8275-93c0fa718894', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '3264496f-7b67-4279-8725-f3ba49150961', 'a34fdcb0-ad29-4aa1-8d28-520dd039e114', '790e3659-cb9c-412c-aaa7-0a24b270ea77', '6dd84dc3-850e-4c1f-bec2-52641f1fad3c', '4bb0dacf-75da-441e-b278-5e88772abd89', 'c7577303-253c-45db-b636-3d351a7f1d9c', '97d7b775-a10c-4aa6-b9ae-98eaa203f41b', '3aebdf7d-03f9-4166-903f-a4c26083fa00']",1
9df3db05-99df-43ef-ae5b-144530410475,Functioning and participation problems of students with ASD in higher education: which reasonable accommodations are effective?,['000392823800006'],['0508'],"['0261165d-1376-4bd3-b95e-901195116a43', 'e9a95395-bf6c-4468-b699-d7ea8d89e17b', '8d242082-4473-4322-af8c-d5c0a6406638', '0e30f87d-d496-405c-ab0a-c7f437e803f9', '3601d182-88f8-49a5-a7d1-230289f2e40e']",1
0d4a46eb-c731-4e9e-a5bb-44cc169316f4,ERROR,ERROR,ERROR,ERROR,1
a9998f47-8409-45b4-936d-d3141cc27190,ERROR,ERROR,ERROR,ERROR,1
2188937b-c3da-4594-9207-a38e40d0a4b0,Opvoedingsondersteuning vanuit Kind en Gezin,[],[],"['9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '4cd0deb7-222b-4615-94e6-2c79ac7c9bb8']",1
c4215498-ebbb-4299-b46c-905313e411aa,ERROR,ERROR,ERROR,ERROR,1
8630c221-e964-4924-859e-356a1ccac150,Cell death-mediated cleavage of the attraction signal p43 in human atherosclerosis: implications for plaque destabilization,['000278856600019'],"['0306', '0306']","['2361f8c1-b112-4af6-a3da-2c2150d21688', '73530486-661e-4b11-89c2-c5dca640b15e', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '88b3baa2-6376-415e-99a4-97b3f2a92bfa', 'b4205348-394d-4a94-93af-c4e626b57366', '6f23a21e-4114-4bd2-91f4-d0e54cc47b85', 'd6cc8171-db1f-4405-9911-24cb58c20621']",1
90c371b9-612b-4b46-9066-6503e090fd07,ERROR,ERROR,ERROR,ERROR,1
64c8e3b1-1889-430a-93f4-fc383c64883a,ERROR,ERROR,ERROR,ERROR,1
3cba4391-f11a-45e5-b781-20f152cb43c6,Transactional Links Between Teacher-Student Relationships and Adolescent Rule-Breaking Behavior and Behavioral School Engagement: Moderating Role of a Dopaminergic Genetic Profile Score,[],[],"['e1dabd23-3aad-4a4d-9c70-bf364764657b', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'e84c008e-d6f9-4df4-a64b-ce1f9ff1b4e5', '19956a84-18a9-47c9-8e65-94de62d7130b', '8c1486b2-c4d9-4935-a796-4d6316e07f02', '129248cb-3423-46b0-ac29-57609e5ad396']",1
90a9237c-0984-439f-8d41-7c02c5033cdf,Induction of cytomegalovirus-specific T cell responses in healthy volunteers and allogeneic stem cell recipients using vaccination with messenger RNAtransfected dendritic cells,['000346981700028'],"['0306', '0306']","['c8cdbba9-d01c-467a-883f-34ffb44bc506', '273b9981-2fe2-4969-be73-fda750732186', 'e9cc6001-5991-4a6b-8874-9bc89edeb331', '4b33891e-4285-4682-aa4a-2edff2b1406e', '3f65f243-fcd5-4de8-ad83-b0d1df3474f5', '432c171e-d430-4838-9159-833341520cc5', '12457f10-3897-4cb6-a8e3-57dfc041ba8d', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3', 'b7957557-a7c8-4d10-a612-89d27091e3a6', '4f0d1785-b300-411b-a527-e0a59ef5f8d6', '8b97aa4e-e1d9-4a84-b723-0d8ee07963cb', '96cc47e9-babd-47d4-ac8e-62da7a8d29c8', '787da622-7a05-48cd-9354-cbbc78e53981', '4ff41593-600b-445e-8a9b-fe88da010b5b']",1
book-component:849da25d-d368-4740-8abc-a8977e615c4e,ERROR,ERROR,ERROR,ERROR,1
96347338-7ba4-49a6-aea4-4ce29764e515,Vergelijkend onderzoek naar structured stigma bij ADHD en autismespectrumstoornis in de Vlaamse dagbladen,[],[],"['3601d182-88f8-49a5-a7d1-230289f2e40e', '6653fe93-8553-4d48-b6c8-08696aef0d15', '50a587d8-3205-46ea-bb8e-0c049edb2353', '84d9d682-ca1e-4be8-9e36-bddbbf4e4065']",1
0fe93028-dac3-4232-805d-815c7cde8f04,ERROR,ERROR,ERROR,ERROR,1
99d6a2ff-c32a-4f95-a956-88efea2f9c29,Characteristics of the menstrual cycle in 13-year-old Flemish girls and the impact of menstrual symptoms on social life,['000374559600003'],['0306'],"['bb0a2600-c4cd-4a56-9fc7-f3419690a728', '24763685-8e72-4a5d-8cf7-591f50a8abe0', 'baf381ca-3f47-4eb4-96e5-0b5d4759c608', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '530056d8-b978-41e8-87b6-1452f6d46ac2', '653ef5a5-ccc4-4f00-b35e-aa901dd9710c', '690a207d-b9b3-405a-b360-daa7b9ee6d92']",1
36b5f2b7-d6cf-4425-9468-f5023be0b1be,Onderzoek naar de cognitieve en academische vaardigheden van studenten met een autismespectrumstoornis in het hoger onderwijs,[],[],"['2899c803-3434-4464-9233-ae22d7b02ba0', '0e30f87d-d496-405c-ab0a-c7f437e803f9', '3601d182-88f8-49a5-a7d1-230289f2e40e']",1
02f8d5eb-6645-46c4-a263-6b6675feb4d4,Transactional links between teacher-child relationship quality and perceived versus sociometric popularity: A three-wave longitudinal study,['000340603400023'],['0501'],"['e1dabd23-3aad-4a4d-9c70-bf364764657b', 'e922e092-0443-4956-94a7-1edcbadfb10a', '235aa3d7-c96d-4edf-996e-c1316484cca4', 'b18cdb00-330d-4582-8bea-9ad0d3738881', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '8c1486b2-c4d9-4935-a796-4d6316e07f02', '129248cb-3423-46b0-ac29-57609e5ad396']",1
fbc4a7d9-4eb1-476e-a4b4-c5ad8b52157e,Maternal parenting behavior and child behavior problems in families of children and adolescents with autism spectrum disorder,['000330965100002'],['0501'],"['6bea4dbc-248c-4850-a929-aa69bc315d76', 'b139f252-48d3-4f02-94e7-297bfa533ba9', '3eb59a5d-2818-48e7-9a86-734d603c157a', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '0e30f87d-d496-405c-ab0a-c7f437e803f9']",1
18e23194-6364-4eba-a31a-780122ce7eb4,ADHD en tewerkstelling,[],[],"['8b530f25-c3b3-407a-b7e3-0fa8b74ac3c7', '3601d182-88f8-49a5-a7d1-230289f2e40e', '807fe7b2-2502-454b-934e-025131e3b1f9', '66221b03-72e3-48d4-95e0-7cfe73ab6c2c', '09de0c3f-4214-4013-8786-02ae0a22e3ae', 'c65a1e3d-36d3-4fc7-9fcc-c2f5f33daf2e']",1
39b533c9-53cd-4901-b915-f69e21c9ee6e,The influence of mothers’ and fathers’ parenting stress and depressive symptoms on own and partner’s parent–child communication,['000209287000012'],"['0501', '0504']","['9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'c1b8053e-63dd-49bd-a28e-f8b5741fed7a', 'b53d7eb4-cd9d-4d27-a7c1-e8b7e843e318', 'fa0c72e0-ec49-4461-a791-463421876765', 'fc3f42fc-934e-4f00-af1a-d3b85f122088', 'c80d8f4d-ad46-498c-8775-972d59a336cb', '6b79701b-03af-434a-a4af-09275a95aa52']",1
68f84202-55ce-49a7-b68b-ae743f4d8065,Wijze van conceptie en tijd tot zwangerschap als indicatoren van vruchtbaarheid in een Vlaams geboortecohort,[],[],"['c57e7d03-1585-4506-9bce-1ba86195e39a', '24763685-8e72-4a5d-8cf7-591f50a8abe0', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', 'bb0a2600-c4cd-4a56-9fc7-f3419690a728', 'ba7efe6e-92b2-43a9-9b51-7ea4fce3c398', '312dc9ec-fe3a-42c8-bbc2-40fda9cbbfcf', '7c4eff6c-b7e4-45a0-bf2a-f63141de47eb']",1
0bc9d16b-82bd-4db5-86de-1c557a679cdc,Domain-general and domain-specific aspects of temporal discounting in children with ADHD and autism spectrum disorders (ASD): A proof of concept study,['000318663300002'],"['0304', '0508']","['3601d182-88f8-49a5-a7d1-230289f2e40e', '7c4e1867-e2ef-4c5c-8783-1cf4b8592cb2', '697ab9f3-0de2-46f2-9852-293fbfc65c38', 'a637fb1a-defe-4f2f-9329-73e76b8b9cd1']",1
bebbef66-34b2-478d-b597-b77c7bcae562,Parent-child interaction: a micro-level sequential approach in children with a significant cognitive and motor developmental delay.,['000456904800017'],"['0304', '0508']","['47d55a9f-77c5-47fe-b4f9-22eb9c685bc7', '8d242082-4473-4322-af8c-d5c0a6406638', 'eeb4446b-1967-4c5b-aa0a-5423ef41f7a0', 'f309ce2e-0317-44d0-aeaa-e6a4eeb94612', '9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '889672ec-d300-465e-b460-fba159579f3e']",1
7c35cd1c-0a4d-473d-9433-c7b4d81b2e3c,"Adaptive emotion regulation, academic performance and internalising problems in Flemish children with special educational needs: a pilot study",['000452784100009'],['0508'],"['9a3d8252-6bdf-4ad8-9f46-0fc3245c0dff', '312c0c8b-7728-4e58-9acb-077450d67aab', '3910468d-6cc1-4cdd-abc7-39cab00df520']",1
