ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,when_added
9e8ced41-c21d-496e-8750-80f28e50d320,The development of a metabolomics based in vitro model for human hepatotoxicity ,2015-10-01Z,2017-09-30Z,"['030501', '030502', '030504', '030506', '030507', '030508', '030509', '030510', '030599']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', '4f788022-78dd-41e2-b629-f7edc41cbc26', '63061c8b-49cd-4d38-94a1-1b87cba52dc5']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '6214b1dc-1d47-4bf7-a0bb-ba5898b0be01', '6214b1dc-1d47-4bf7-a0bb-ba5898b0be01']",[],1
52c92e03-1a1d-4e07-adee-b2271eca5eb4,Shaping up oligonucleotides Structure function relationships for aptamers and non coding RNA ,2017-01-01Z,2020-12-31Z,"['020401', '020402', '020403', '020404', '020405', '020407', '020499']","['7334695b-4495-4ffb-b8e4-442e3a764f7c', 'b66cbcd6-4c18-44e6-8d15-c19350644585', 'a2a3e548-971e-440a-b5ef-cae273fb6f30']","['978c9582-b302-4fb3-b91a-4741971e625c', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2']",[],1
d3074d7f-38b4-49f0-a2e8-612c5f86668f,A framework to deduce the convoluted repertoire and epitope hierarchy of human T cell responses in visceral leishmaniasis patient meets in silico ,2020-11-01Z,2022-10-31Z,"['03060203', '03060210', '03061401', '03061409', '03063501']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', '9202dacd-3a1c-4562-a06e-5fa288f19095', '71fcee30-733f-4eea-9644-469ce1570595']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '0fae3b9a-9c7f-49e4-956e-20e9a851a701', '0fae3b9a-9c7f-49e4-956e-20e9a851a701']",[],1
caff0426-c452-4218-a3f1-951ec2b0a42d,BVK SBP award for PhD thesis 34 The quantitative analysis of varicella zoster virus infection from epidemiology to immunology 34 ,2016-03-11Z,2016-12-31Z,"['030129', '030229', '030301', '030302', '030303', '030403', '030629']",['db65ee29-04fe-419e-a5b6-1c9ea5035a9b'],['12d6edf5-1295-4d53-a89c-f8954a3b56f4'],[],1
44335e84-1dfb-4ba0-8f4b-7ce880457af9,VIBRANT In Vivo Imaging of Beta cell Receptors by Applied Nano Technology ,2009-07-01Z,2013-08-31Z,[],['0a6089d9-d925-4a70-b726-ca5d8cbf7167'],['1e55d167-4192-47f4-8f54-55040f0af4d0'],[],1
a72a1616-e9fb-41ef-af8c-3d562f069fdb,Becton Dickinson FACSAria II highspeed fixed alignment benchtop cell sorter platform ,2008-12-19Z,2013-12-18Z,"['010611', '030113', '030114', '030116', '030213', '030214', '030216', '030220', '030613', '030614', '030616']","['16688263-f877-4c7a-9666-de2cc8f31417', 'f4f6ce0d-700d-4bee-8393-491acb327b0f', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3']","['804bacd8-5db2-4541-8139-4a3a95c676cc', '804bacd8-5db2-4541-8139-4a3a95c676cc', '804bacd8-5db2-4541-8139-4a3a95c676cc', '804bacd8-5db2-4541-8139-4a3a95c676cc', '12d6edf5-1295-4d53-a89c-f8954a3b56f4', '12d6edf5-1295-4d53-a89c-f8954a3b56f4']",[],1
8e676f70-e4ae-4870-83bd-33036ed3e2b6,Immune effector cell therapy for hematological malignancies with a focus on acute myeloid leukemia and multiple myeloma ,2019-10-01Z,2024-09-30Z,"['03021301', '03022405', '03050499']","['671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3', 'e9cc6001-5991-4a6b-8874-9bc89edeb331']","['11461d04-23c1-48e1-ac00-0ee19a2e9592', '11461d04-23c1-48e1-ac00-0ee19a2e9592', '11461d04-23c1-48e1-ac00-0ee19a2e9592']",[],1
d8eb51e6-d9c7-45f1-be1d-7e0d6be5f876,Targeted immobilization of globin proteins on porous materials for electrochemical applications ,2013-01-01Z,2016-12-31Z,"['010303', '010305', '010399', '010402', '010405', '010408', '010499']","['50082e1b-4ed4-431b-a650-8e5efd0fb9b1', '05a541ad-dee5-4a87-a803-32850fe4c25e', 'b66cbcd6-4c18-44e6-8d15-c19350644585']","['aa6b3d5a-b3e7-4744-be8f-28e70d81ad4a', 'c03640b3-4e66-4fb5-87a9-a64ac4cdd230', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2']",[],1
62e552c8-d51f-4db0-941b-f266389fc6bf,Using a natural speech paradigm to define neural restoration or compensation in persons with aphasia,2020-08-10Z,2024-08-10Z,['01069999'],"['4a8fe3be-4efa-4bee-87f7-bf90880b3ab3', '98a5245c-2091-412b-b9f5-bfff1858b85a']","['fe50c4d2-1aac-43b8-9e78-dd1a4ae2ec4f', 'fe50c4d2-1aac-43b8-9e78-dd1a4ae2ec4f']",[],1
289fdc32-d5ba-41ac-9435-8779944d7ff2,Design and Validation of Low complexity Methods for Resolving Spike Overlap in Neuronal Spike Sorting,2016-06-01Z,2020-10-13Z,"['020203', '020303', '020308', '020802', '020205', '020601', '020804', '010103', '010202', '010203', '010204', '010205', '010206', '010207', '010208', '010209', '010299']","['a4e6602d-6029-4edc-b2ac-b68f6434a3f3', '29db9c55-d2ab-4f3b-bbb6-78dca4944aa5', 'a0e702c8-2a4e-4a05-8bbb-4fcadda85a6f']","['9fbe43dd-efb4-44b6-a9fb-ae0323836258', '34626744-cf82-4222-ba7a-2a7d48fb9bad', '768b5724-dae3-4a6d-96fb-8dab4e108494']",['cc1e2b9f-585f-4db0-b29e-35a898fd31b1'],1
c1c182b2-f432-4bda-8961-2dfc50848f6a,Quantitative modelling of negative emissions through coastal enhanced silicate weathering ,2020-11-01Z,2022-10-31Z,"['01050201', '01070102', '02040603']","['47a4d840-95af-4ad8-8509-7db9a0d49ee6', '4f2d4ac6-7dae-4a7a-8bf5-0b2d4ef95cd3', 'b304daf2-c326-4e88-b6f9-0d2640a8c7e8']","['f414cd4a-dd59-4663-94e6-573a84c78227', 'f414cd4a-dd59-4663-94e6-573a84c78227', 'f414cd4a-dd59-4663-94e6-573a84c78227']",[],1
8496a6b2-cad5-45c1-bdfe-26689354335c,Nanobody assisted targeting of sialoadhesin positive macrophages to improve the treatment of tuberculosis ,2017-10-01Z,2020-09-30Z,"['010608', '010611', '030116', '030120', '030216', '030616', '030620']","['140ba121-19f2-4911-b4a5-b1f5168a6da2', '1837462b-d8e8-4820-9c88-1d92285c1679', 'abd75cdc-59cb-4dab-9fa0-b5f3bd6b6e2e', 'eae607ef-6f2c-4625-b72e-699d788acc50']","['941890fc-26eb-47e8-9232-d0dc3c2ff75e', '941890fc-26eb-47e8-9232-d0dc3c2ff75e', '941890fc-26eb-47e8-9232-d0dc3c2ff75e', '941890fc-26eb-47e8-9232-d0dc3c2ff75e']",[],1
6b441a4a-c3bd-473c-96ee-3778411d1e8b,Pathogenic processes of viral infections of mammals ,2016-01-01Z,2020-12-31Z,"['010608', '010611', '030114', '030116', '030120', '030128', '030132', '030199', '030214', '030216', '030220', '030228', '030232', '030299', '030399', '030403', '030499', '030614', '030616', '030620', '030628', '030632', '030699', '039999']",['1837462b-d8e8-4820-9c88-1d92285c1679'],['941890fc-26eb-47e8-9232-d0dc3c2ff75e'],[],1
38ab64e3-56b4-4cb5-87ba-78ec41acb897,Intelligent analysis and data mining of mass spectrometry based proteome data ,2009-07-01Z,2013-06-30Z,"['010201', '010207', '010603', '020803', '030102', '030202', '030301', '030303', '030602', '050105']","['8f81402e-71f8-4dd5-82d5-b10df1c9fafd', 'a461c930-f4a1-4a49-b439-de5dfdbbe667', '5f7eff71-4318-4514-8003-b780e4db702e']","['978c9582-b302-4fb3-b91a-4741971e625c', '978c9582-b302-4fb3-b91a-4741971e625c', '0fae3b9a-9c7f-49e4-956e-20e9a851a701', '0fae3b9a-9c7f-49e4-956e-20e9a851a701']","['2dc312a2-b08e-43a0-93a1-d7c85cb9af20', '4fe2ddc7-56eb-465d-8666-074b9775695c', '971d2b07-7b67-46c9-aa9d-b5bfc595d02b', '0a1177fd-aa15-4fa6-b699-82fcce7ac307', 'a0d9bd6e-4dd9-4aeb-bec9-281244d7359e', '3853059f-f529-409a-9ed7-31c598813c26', '9f68c40b-5c03-480f-b69f-bef4aaa19157', '0e469a03-f8c1-40e1-9813-dcfa459e617d', '81bf3fe5-9c6f-4820-a79c-f3f1f75cdb0d', '79cd443c-1aad-41ab-98f1-f1c446d9005d', '2eb64572-e83c-4291-b1f7-3af9769c295a', '629e88a9-ddb1-4d06-9780-3dbd7d31ccac']",1
3032afbb-d9f8-428e-9ef1-a74a198acac5,Connecting genes to rare diseases through New Generation Sequencing NGS technology and advances teaching methods NGeneS ,2017-09-01Z,2020-08-31Z,"['03011603', '03022110', '03060201', '03060203']",['976411dc-b4b6-408d-89b8-be303fd3683c'],['c5794e16-6617-4225-99c7-de0a1b9ede3e'],[],1
2bf6b88c-5254-4fde-8f17-350691c6fc31,The development of a metabolomics based in vitro model for human hepatotoxicity,2017-10-01Z,2019-09-30Z,"['030501', '030502', '030504', '030506', '030507', '030508', '030509', '030510', '030599']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', '4f788022-78dd-41e2-b629-f7edc41cbc26', '63061c8b-49cd-4d38-94a1-1b87cba52dc5']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '6214b1dc-1d47-4bf7-a0bb-ba5898b0be01', '6214b1dc-1d47-4bf7-a0bb-ba5898b0be01']",[],1
8890b86f-89ac-4f77-8d8d-90c770aaead7,Influence of chronic oligemia on neurovascular defects and their relation to the onset and development of neurodegeneration in vivo evaluation of neurovascular response capacity and metabolism in an Alzheimer mouse model ,2013-10-01Z,2019-09-17Z,"['030118', '030499', '030618']","['9414b079-2dd7-4be2-ab9d-6c3f2681aebc', '8047f40b-eda8-4dd1-9d4e-3147c5893a05', '0a6089d9-d925-4a70-b726-ca5d8cbf7167']","['03313f06-3241-49b2-9883-05f1c5211b14', '1e55d167-4192-47f4-8f54-55040f0af4d0', '1e55d167-4192-47f4-8f54-55040f0af4d0']",['280b5096-ff8f-419b-825e-9dacfca5d0f7'],1
dc6d1e68-e33f-4705-b321-873ac910f787,V CALSA Visual Computer Aided Lung Sound Analysis ,2020-10-01Z,2024-09-30Z,['03060801'],"['8a4e1f41-bd49-40da-821a-f5f985408989', '14bd0fba-017d-41bd-83d6-a727f613248f', '1837462b-d8e8-4820-9c88-1d92285c1679']","['e6849ce0-1777-45da-a2c7-feaad191bd0e', 'aaac2439-c956-4deb-bddb-2117bc4b4afd', '941890fc-26eb-47e8-9232-d0dc3c2ff75e']",[],1
f0402ee4-4ac3-431d-b829-cdc55698189a,Enhanced silicate weathering for climate change mitigation a mesocosm experiment ,2020-12-01Z,2022-11-30Z,"['01050201', '02070113']","['f2d81208-e45e-4ccb-b469-da3526a0b0f8', '3de91b1b-cbf7-407d-b1a5-8003984f071d', '47a4d840-95af-4ad8-8509-7db9a0d49ee6']","['3f2b7681-e81f-47a2-8b5b-a72c3bcf63d2', '3f2b7681-e81f-47a2-8b5b-a72c3bcf63d2', 'f414cd4a-dd59-4663-94e6-573a84c78227']",[],1
7b5409d8-6625-40dd-a017-42184e5a8783,Improved respiratory syncytial virus rsv vaccines based on glycan modification of the viral fusion f protein ,2018-04-01Z,2019-03-30Z,"['010608', '010611', '030114', '030116', '030120', '030214', '030216', '030220', '030614', '030616', '030620']",['1837462b-d8e8-4820-9c88-1d92285c1679'],['941890fc-26eb-47e8-9232-d0dc3c2ff75e'],[],1
3a10c84c-bef3-4174-9a27-e0f7c84b1c64,The Biomolecular Interaction Platform BIP at UAntwerp ,2018-05-01Z,2021-04-30Z,"['020501', '020601', '020602', '020603', '020699', '020701', '020702', '020799']","['d04c75b6-f518-4654-8b20-8ea714feb016', '4e272740-8aca-4f46-bdde-3c70cc005d35', '5267abb7-747a-48f7-b279-e4e05407895f', 'bcac2ed1-99be-4ac6-9c62-0e5e7b662328', 'fb468131-7afc-4b3d-a66a-46ead5f04f7e', 'b66cbcd6-4c18-44e6-8d15-c19350644585', '1837462b-d8e8-4820-9c88-1d92285c1679', '7efe17dc-7b4a-4a23-8c71-f9ff4f44505b', '874506c4-f006-400f-aa86-2b81c7b3d5da']","['a03204b3-2c51-4baf-85ab-7cbfe6503a1e', '3b43d1d0-7218-4036-af41-efbb6ea61cd0', '67364f2d-fada-4c96-8aaa-b91fe1b3fb7b', '3b43d1d0-7218-4036-af41-efbb6ea61cd0', '69442e83-968d-462f-b42e-e7d08b6e7498', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2', '941890fc-26eb-47e8-9232-d0dc3c2ff75e', 'a03204b3-2c51-4baf-85ab-7cbfe6503a1e', '6b71a6c8-c2c9-44ba-982f-1370a1b8257a']",[],1
1e2d5475-442a-4a78-8e06-635ef234de96,Systems biological analysis of niche adaptation in resistant and virulent Salmonella pathogens ,2018-01-01Z,2021-12-31Z,"['010207', '010603', '010608', '010611', '020803', '030102', '030116', '030120', '030202', '030216', '030301', '030303', '030602', '030616', '030620']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', 'f16d80d9-e1e8-4c97-a4ac-8db9bb17017a', '1016b3f3-1cd4-4409-b7db-0eef5a62e6d6']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '0fae3b9a-9c7f-49e4-956e-20e9a851a701', '0fae3b9a-9c7f-49e4-956e-20e9a851a701']",[],1
27d2e536-e87b-46ac-b0f4-0313b8489cfb,Identification of host virus interactions contributing to immunopathology and disease severity in respiratory syncytial virus infections in children ,2019-11-01Z,2022-02-09Z,"['03022002', '03022007', '03022902']","['8a4e1f41-bd49-40da-821a-f5f985408989', '1837462b-d8e8-4820-9c88-1d92285c1679', '36e70533-7e01-4a3e-9b56-ac8797233a5e', '4fa23e04-646e-4898-8918-b30bb833d4f3']","['e6849ce0-1777-45da-a2c7-feaad191bd0e', '941890fc-26eb-47e8-9232-d0dc3c2ff75e', 'e6849ce0-1777-45da-a2c7-feaad191bd0e', 'e6849ce0-1777-45da-a2c7-feaad191bd0e']",[],1
7a6084d0-7ae6-44c4-ac1b-c38a2fa2c808,Induction of multiple sclerosis MS specific immune toleration using tolerogene dendritic cells and regulatory T cells Preclinical evaluation of the therapeutic potential of cellular immune therapy in MS ,2011-01-01Z,2012-12-31Z,"['010611', '030113', '030114', '030116', '030213', '030214', '030216', '030613', '030614', '030616']","['7fc15c68-e753-4192-99c3-4f4504c945f3', '979db3da-365c-4d89-b131-e551ae0ba392']","['12d6edf5-1295-4d53-a89c-f8954a3b56f4', '12d6edf5-1295-4d53-a89c-f8954a3b56f4']",[],1
82a46d30-ec07-4d91-8d89-81abb2638b05,Deciphering hidden inheritance patterns using frequent itemset mining techniques on high throughput genomic data ,2016-10-01Z,2020-04-15Z,"['010607', '010611', '030121', '030621']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', '5267abb7-747a-48f7-b279-e4e05407895f', 'ae2d393a-c25d-4a1a-90e6-2e56be1bbca6']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '67364f2d-fada-4c96-8aaa-b91fe1b3fb7b', '67364f2d-fada-4c96-8aaa-b91fe1b3fb7b']",[],1
7b2f43ba-97d6-41aa-aede-6b39cdebda0f,EEG based Auditory Attention Decoding Towards Neuro steered Hearing Devices,2016-04-21Z,2020-01-22Z,"['020203', '020303', '020308', '020802', '020205', '020601', '020804', '010103']","['4a8fe3be-4efa-4bee-87f7-bf90880b3ab3', '29db9c55-d2ab-4f3b-bbb6-78dca4944aa5', '4ce6eb2f-2c4d-4b4b-afbb-d17a006d6d83']","['fe50c4d2-1aac-43b8-9e78-dd1a4ae2ec4f', '768b5724-dae3-4a6d-96fb-8dab4e108494', '768b5724-dae3-4a6d-96fb-8dab4e108494']",['f504fd2f-e355-46e9-9dc8-4032a1783a2d'],1
d6c22b01-baa9-4bf6-abd7-5e3ba625eec6,Biogeochemical cycling redox transformations and microbial actors in electrified sediment ecosystems ,2019-01-01Z,2022-12-31Z,"['01060409', '01060801']",['47a4d840-95af-4ad8-8509-7db9a0d49ee6'],['f414cd4a-dd59-4663-94e6-573a84c78227'],[],1
e96501c3-ca62-4d44-b55d-d655a12b1791,CD56 43 human blood dendritic cells unique mediators of strong natural killer and gamma delta T cell activation to promote antigen specific T cell immune responses in health and disease ,2014-01-01Z,2017-12-31Z,"['010611', '030113', '030114', '030116', '030122', '030124', '030213', '030214', '030216', '030222', '030224', '030613', '030614', '030616', '030622', '030624']",['7fc15c68-e753-4192-99c3-4f4504c945f3'],['12d6edf5-1295-4d53-a89c-f8954a3b56f4'],[],1
