ID,Name,WoS disciplines,Disciplines,Persons,when_added
e5493c84-a14b-44b8-b731-65a91edb4b85,ERROR,ERROR,ERROR,ERROR,1
7e84c8ba-1e54-4d98-b313-722021b7a0f0,Nosology and classification of genetic skeletal disorders,['000367668600003'],['0306'],"['976411dc-b4b6-408d-89b8-be303fd3683c', '6fed37d0-e3e3-4b30-9e47-251965fc6936', '0a11c275-9373-4d91-9165-d30917591410', '559db13f-2b07-4055-8afd-cfadd2755d20', '67568320-8d5a-4b29-9642-f58f00096b68', 'bc23c0a3-d9d9-4b85-80fd-48908050adb0', '18daa20c-5e0a-4144-b48f-517792b7085f', '81202751-6ede-4993-a5b2-7518dd7c06a8', '208c86fe-4afc-4e5d-96b8-104b36084385', 'e1638181-0fcc-4a1b-9bf0-ab21ece97990', '1b18d1a1-1fd8-4826-b2b9-94eeedf2ae04', 'c76b0618-5447-44bc-9578-3a19d7d563ac', '9c0fb21d-3075-4d11-8475-321d6b629601', '82e8668e-341c-4def-902e-cd70eafaf229']",1
995f53ef-77b8-45e1-b5be-a1e5b10a1f26,Molecular and cellular MR imaging: Potentials and challenges for neurological applications,['000255622700001'],['0306'],"['0a6089d9-d925-4a70-b726-ca5d8cbf7167', 'b84d177d-4b5c-4e07-981b-b8efd38c767f', 'faa75984-562d-4809-89cd-c9d045a02ce0', '0d35d208-c320-4025-b9ef-2e196ce994e5']",1
78c34d0e-431d-44ee-91d0-b8bc867c22ca,ERROR,ERROR,ERROR,ERROR,1
a3d1487d-12f7-4f76-b1d1-56d3eb11d305,ERROR,ERROR,ERROR,ERROR,1
e896ea52-f7a5-4858-a167-0ebbba746d2d,Myocardial Phosphodiesterase 5 Expression Contributes to Left Ventricular Dysfunction  in the Pressure-Overloaded Heart,['000271831502498'],"['0306', '0306']","['2ae633c8-cd9f-4180-b0c0-4779423ccf3e', '206fa212-f247-42e1-ab51-e40f9bd1d1e0', '45ca52c7-065c-4548-96ba-9581ddc24301', 'e51a0bc9-54b6-46d0-8d3a-a4c71f3f4479', '83f5e1c0-872d-4420-92f5-36d7069d4a90', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '3138c0fb-8214-4369-b1a1-27857d9cb8da', '1f92ba96-b12b-4098-8b42-96d6f19915c1', '86227ef5-604d-4970-89ad-cf5c4853ced2', '7d5a4b53-a434-4fa2-89ea-c2c5a9bbb363', 'cba46f1a-273f-43a8-8611-9319258c1417', 'f3864f09-b980-4afe-96a8-6c3e342720a3']",1
32fff058-faac-4739-a7f8-e604c34a01af,Monitoring of Fluconazole and Caspofungin Activity against In Vivo Candida glabrata Biofilms by Bioluminescence Imaging,['000457110200032'],"['0305', '0306']","['c6dc591d-8f03-47a9-9e77-749fbe0ae4d7', '5164d8bb-dc48-4cdb-b87b-d2c36688abe8', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '74c48ef6-c67c-466b-b4e5-fb60a7f6709b', '46f651d9-2923-4b4b-9fcd-b72f050022b2', 'd1e52b03-96d7-4aa8-bb73-e0dc1cc2b184', 'fce62444-2250-4ec5-8b50-7ad81244127b', 'e297f405-0754-410c-b3ff-6e142afd1b2d', '684c6224-93e7-4788-a1fd-095559aebe58', '79828f9b-e53c-4f8b-b03c-6938146b267a']",1
af9eec73-cacc-4f97-8cc0-16067d6d8810,Distributed LCMV beamforming in a wireless sensor network with single-channel per-node signal transmission,['000321151800015'],['0202'],"['29db9c55-d2ab-4f3b-bbb6-78dca4944aa5', '6aaad620-7679-46e2-bbac-6ef7100b9a5f']",1
a14d4fa5-7f42-4cc7-8c70-3cbf79faf400,Distributed node-specific LCMV beamforming in wireless sensor networks,['000298294600020'],['0202'],"['29db9c55-d2ab-4f3b-bbb6-78dca4944aa5', '6aaad620-7679-46e2-bbac-6ef7100b9a5f']",1
dbe2aa37-cdea-4b94-b620-026b36ad4f9b,ERROR,ERROR,ERROR,ERROR,1
1a8c233a-a152-4b4a-80b8-ad16b1cbf968,Clinical evaluation of cellular immunotherapy in acute myeloid leukaemia,['000290802200001'],"['0306', '0306']","['273b9981-2fe2-4969-be73-fda750732186', '7fc15c68-e753-4192-99c3-4f4504c945f3', 'c7960bf3-1aaf-411e-baac-7c75cc1ff1d2', 'c19f68b5-f23e-461a-81e8-1a9575bc7fa9', '2ea52644-8e59-477c-ab7f-acd06ea4104f', '1a23ec71-74a1-473a-a20a-e1851da2f8bb', 'c2acf906-0cab-4eee-bb01-9f25b7a3e7e7']",1
book-component:815adcdb-9573-4729-9bf0-b971dd0e2255,ERROR,ERROR,ERROR,ERROR,1
9a80e894-8f0f-4e6b-a5c6-51f4479688a0,ERROR,ERROR,ERROR,ERROR,1
4d364241-3d8c-4090-8910-7cdb1382601e,,['000371559900061'],"['0207', '0104']","['6de7e992-4ae9-4210-aa83-a2d83a88d18e', '81de471a-9484-40fb-ad53-2cbfec3834e3', '980abdf0-8e62-4d49-991a-eae3e58ccbb6', 'b66cbcd6-4c18-44e6-8d15-c19350644585', '2395e7fc-e0c1-4648-b8e1-f13bf269375a']",1
19215c00-f68a-4892-8732-db506198f77a,A STAT3 mutation in hyper-immunoglobulin E syndrome,[],[],"['68589983-d676-4efe-8504-75c25a5a8988', '976411dc-b4b6-408d-89b8-be303fd3683c', 'a29dcf6d-7cee-4dfb-b6b7-2996f9d442e3', '10f721d1-ab00-4ec4-8b82-b2cb37b63f34', 'd88bb17e-ca48-4c55-ad29-d573cb5cbcc3', 'ac10ecd5-4949-4ee0-9779-3c715093cf12', 'ae2fa4fd-0a6a-447a-ba31-b51e2673085d']",1
2bf864ab-22df-4f55-9488-44c9f0ad142b,Longitudinal follow-up and characterization of a robust rat model for Parkinson&#39;s disease based on overexpression of alpha-synuclein with adeno-associated viral vectors,['000354538100034'],"['0306', '0501']","['100d69f3-58f7-49db-aca0-f3194f3b075f', '6e7cbd03-18ef-4cf0-8b90-3c0b10fa1b52', '0b36bf3a-7f82-404d-a2e9-98da31b967fe', 'ecda6478-c52d-4476-a7b5-99432af42a12', '6acc959a-22b4-4ad6-8e93-2132f3d5c0cb', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', 'bb11221e-a305-4417-ab89-a57bd19d9ee6', '400cdfb1-243a-4a48-9da7-ea5296d057ce', '1aae6a48-5264-464f-a51d-9e4ee2bb34c5', '444f4150-f221-4d88-904c-85432b9e4196', '137328d5-82a0-4706-85c9-37a838c2286e', 'b832bd19-044f-43d5-a0eb-cf34336427a4', 'a5f73b08-789b-436f-a5dd-de5780a46790', '32bf3902-cd4e-41b8-ab09-e7fdbe91a065', '9e0dffca-12ff-4e56-8762-e4446b8cf40f', '03485842-71a2-4166-89d7-6b60e36a69ae', '7cf6d959-9330-40b4-946d-3d602925791a', 'c8eaaa0a-f2c8-4b0e-8e0d-1bc3881edd17']",1
0cc7abd5-5d42-42db-8079-1fda9efd4984,Ruling out the last fiction about miction by introducing µCT-based Video-CysTometry,[],[],"['5164d8bb-dc48-4cdb-b87b-d2c36688abe8', '31582b98-b4fa-4fef-9c04-b20a949cbfe9', '55e2b098-b091-49b8-8f18-fcbaae2abe9f', 'dbbc1105-57ad-4257-8c0e-c4ffa748eee3', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '0f559086-2586-4839-8289-cbec194e5081', 'ab0467a3-20ac-49f0-b9de-20ae3f33b6e6']",1
e3672887-0907-48a5-a820-44837f767d97,Preclinical evaluation of carbon-11 and fluorine-18 sulfonamide derivatives for in vivo radiolabeling of erythrocytes,['000209435800004'],['0306'],"['b3a8c6b6-4a22-4479-b163-ae897b6a4066', '713fb30b-deab-430d-818a-ff6d8a5534e8', '45ca52c7-065c-4548-96ba-9581ddc24301', 'ecfdf46e-4f99-4bb8-9fba-1c77a468d465', '2ebc5e0b-3fa1-4999-a5f4-b1c78fb809ea', 'dc98351e-b6f4-44dd-b8f9-ae411454ea26', 'e5dec2b1-3b7e-4aad-b6c5-151d11db4291', 'c1c4b97c-2673-48f7-aaeb-2412baca2fc1', 'e66b4c72-61f9-42dd-8224-a5b2660dae44', '0fb54537-3604-4f0f-9352-d9ef70f49887', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '400cdfb1-243a-4a48-9da7-ea5296d057ce', '092f4bc3-1751-402e-9eeb-cdb9f884d6d7', '433da776-cf1d-4eea-a76e-53d9a09b966c']",1
a585cc49-83d3-45b9-ba1e-e17ce22d3817,MRI T2 relaxometry to image fibrosis in patients with Crohn’s disease,['000371236402626'],['0306'],"['da1093ce-769c-49ef-9830-a3d03115ef38', '45ca52c7-065c-4548-96ba-9581ddc24301', 'abe1e89a-f22b-4b92-89b1-42f3ec2cba76', '279320c9-97ac-4696-a3b5-c10b07c5d896', 'd0e9c377-4a76-4571-962d-1bf82fb11098', '750c8562-070f-4298-bbf4-f0c0e5756f92', '64b05740-8f31-41bc-a1b9-ca07f2ad66b2', '5ff445ce-88ca-4b86-a96d-b9f74fe34f72', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '7034b0c5-9e86-4cd6-ac9d-fefa8225868f', 'ea5f0358-0400-4190-9302-491c2f0c49d8', '19ee5712-f2f6-47ef-b09a-8f19d6076ba6', 'b3db52d2-00f2-4a17-91ee-edce59ec2052', '0a15962b-74db-4b34-bc15-b629215cd0cc']",1
96d5746f-b1d3-407d-b17c-3afe62868745,ERROR,ERROR,ERROR,ERROR,1
01d45270-dd33-433a-86e6-2ff1b0c5d1bb,Comparison between the electrocatalytic properties of different metal ion phthalocyanines and porphyrins towards the oxidation of hydroxide,['000253514700064'],['0104'],"['b66cbcd6-4c18-44e6-8d15-c19350644585', 'd50feb67-337d-4773-8f5f-f4aeb748d4b7']",1
c8d91963-2063-4371-9b32-6ee543bd0c1d,ERROR,ERROR,ERROR,ERROR,1
book-component:1a5a2756-1204-41c2-aecd-2d7c8bde4e60,ERROR,ERROR,ERROR,ERROR,1
7070ef5e-dfb8-4323-a786-6030edb03cb8,ERROR,ERROR,ERROR,ERROR,1
95ab744c-897c-4ada-805b-dd03463af220,Bioluminescence imaging of fungal biofilm development in live animals,[],[],"['0a6089d9-d925-4a70-b726-ca5d8cbf7167', '7e488e1c-8254-483b-b7ab-ac1349b40427', 'af7bafd8-01a2-4eda-b4dc-9d1c7999f42a', '19406aed-856d-4a74-a5b0-b2009dc46b5b']",1
6f3da6f2-97af-4d98-bd85-0d9e5a8ee28b,Animal models of invasive aspergillosis for drug discovery,['000342604100012'],"['0306', '0305']","['1f1260ea-852d-4c3b-b518-6e12aaa403d0', '63c6120f-6d46-4c64-a5d9-ad44fdc39025', '140ba121-19f2-4911-b4a5-b1f5168a6da2', '1837462b-d8e8-4820-9c88-1d92285c1679', '8d972df6-d2b1-4605-b407-bee81cb9e00b']",1
eab9ba41-27c5-4fe5-bf31-95b68cd972e0,Bacterial chemoautotrophic reoxidation in sub-Arctic sediments,['000441331000003'],"['0105', '0107', '0107']","['47a4d840-95af-4ad8-8509-7db9a0d49ee6', 'a1eaa051-9e61-44fe-a9de-e4f167886c29', '66c1af09-027e-4b25-8872-a6bfc4df6e78', '351074e2-b25e-4bea-b5fd-b3906482236c', 'dee65db9-85dc-40db-903b-8d04d7b701e0', 'c251eae1-7f65-42ad-95a3-a0bbc18433e4']",1
b8665eb6-0c32-4fa7-802a-10663a51356b,Electrochemical reduction of nalidixic acid at glassy carbon electrodemodified with multi-walled carbon nanotubes,['000390513700004'],"['0207', '0299']","['4b0f4bad-dcd9-4fa5-a1a4-4fe09c7aeb1c', 'b66cbcd6-4c18-44e6-8d15-c19350644585', 'cc9c19ef-21e6-4bda-841c-0b2e1b3a1db0', 'a9c38888-0b30-414c-b004-409afcdb381b', '6fd7c259-5192-4122-b537-deb61f651669']",1
c9b6ae53-cdcd-42a9-9236-75b410ac7a6b,,[],[],"['796b4855-ef41-4145-9ef9-e1240dc8237b', '7fc15c68-e753-4192-99c3-4f4504c945f3', '96ae89fb-511f-4881-be04-81b2b52170ae', '9b176dce-92c2-40bb-a9e9-8bbc31d3c45b']",1
c95ca55c-a494-43ef-ace1-5d5b274806dd,The impact of sedimentary alkalinity release on the water column $CO_{2}$ system in the North Sea,['000370973900015'],"['0299', '0107']","['47a4d840-95af-4ad8-8509-7db9a0d49ee6', '51711318-0d60-4a8b-b8e9-9239e9b5166d', '51ea293e-1f7c-4b8c-ac7b-f7c1a2dd1ec1', '3c1ec9c4-5289-439d-980a-f483b5a4204a']",1
3b90cc69-bcc9-48a2-999d-28115e479dfd,Efficient in vitro expansion of human immunodeficiency virus (HIV)-specific T-cell responses by gag mRNA-electroporated dendritic cells from treated and untreated HIV type 1-infected individuals,['000254139800035'],['0306'],"['648e75fb-6660-4e73-b247-625312e93234', '671a16d7-e1be-4288-b4d3-48c0ec022bf5', '7fc15c68-e753-4192-99c3-4f4504c945f3', '803c43c5-46a8-4da3-9e7a-bebb39a3ad09', 'e7f53a92-6b51-4cab-b7ff-00769a48e51f', '6f59aee0-a9b9-4a7d-8f7e-a23b776d5228', '7411004d-0e51-4222-895b-de8387447827', '380a45c1-8eea-410a-af03-fff11c7444fd', '883d7666-4816-471a-8a08-d86e3ed4bf9a', 'cb573af0-d337-4c88-ac73-65831b02bddb']",1
950e9209-2e97-4f19-92fc-fcd8e2aa7efe,Classifying glioblastoma multiforme follow-up progressive vs. responsive forms using multi-parametric MRI features,['000391541100001'],['0501'],"['6d8b8a2d-0420-45a9-aa59-2403f9a320e0', 'f1cbcb55-7b89-4ab9-ba8d-05a6b20dc51e', '4943eb26-1ccc-492e-945e-57ee51d613bc', 'f7064d30-7f08-4aaf-bd88-8675f490852c', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '7e030a55-9c17-4966-8d80-f3e152366f6e', '00859181-bb53-4996-9a63-f1febd00cd2d']",1
ab5d5fc7-301c-4d7e-aa62-373d0d9f1426,"Long-distance electron transport in individual, living cable bacteria",['000433283700069'],[],"['986937dd-dc8e-4d88-80c0-ba2e6898aff0', '47a4d840-95af-4ad8-8509-7db9a0d49ee6', '1b9cb093-b6eb-4901-a294-352df731eeb3', '4f2f9eea-964c-4b86-9f1a-fe97edbf3ff5', '4514c668-87dd-4e17-9bd1-d9493d6cba13', 'ec4c7823-aacd-4cbb-9297-74975d5591b0', '7229753d-4cfc-4326-8fe8-672a2f1671c4', '77ba56cc-fb92-4f75-89f8-647dce84178c', 'c245a170-440b-43e4-b896-7dbe69ea2afa', 'ff0647d5-8266-4b81-b8cc-7c001dbf05c6', '5f3e8372-a185-4f12-b991-1c560ed30ddb']",1
17490838-ea70-4f18-9e4e-a3fa3d850979,ERROR,ERROR,ERROR,ERROR,1
97e2467a-47e5-456f-931f-81fddbf83034,Cytotoxic effects of iron oxide nanoparticles and implications for safety in cell labelling,['000285217600023'],['0306'],"['24471201-f505-4ddd-b53e-ab5393c0d8a4', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', 'e601fa71-a7bc-48ba-94ed-e7589d3a0629', 'a7c3859d-0ce6-487a-830c-e4a5386a4161']",1
50454b55-9b9e-4bad-99e5-602ae1422662,Challenges for CNV interpretation in clinical molecular karyotyping,['000272287200007'],['0306'],"['be8c927d-b4b1-4cff-81c7-f8523768da99', '976411dc-b4b6-408d-89b8-be303fd3683c', '6c34812f-173d-40b9-9bbd-87ff4e93762f', 'bb3e0e60-8109-49d7-b503-3c461cc8a384', 'e25c1258-5432-4206-a9c5-29959621896f', 'bc16359e-de98-4002-ad6b-f6856dfe042c', 'd34d5478-170b-4c03-9c91-e2e2232313f6', '0445571c-c762-4b8c-8766-9516bd76698a']",1
d02952f7-ed50-43bd-a860-a2edf806a877,ERROR,ERROR,ERROR,ERROR,1
b3ce8814-35fc-4981-b67d-0154e28e37d5,Electrochemical strategies for the detection of forensic drugs,['000453710900007'],[],"['894b6e21-3b06-41d0-887e-40dfdde4be9d', '129c5ebd-4e40-48e9-a0f8-c1fdc22123f4', 'b66cbcd6-4c18-44e6-8d15-c19350644585']",1
4ea16ec2-71a2-4602-986a-53668209d6b8,ERROR,ERROR,ERROR,ERROR,1
422c31e9-193f-49f1-84a2-1f115f5a7fdb,Designing biomedical proteomics experiments,['000375848400006'],['0306'],"['56a60381-d050-4eee-a112-f45e76823f5c', '2c556ff0-737c-4d42-8088-082e5d41ea29', '3bb668f2-09d4-4274-989b-4d1bdb709f66', 'cd645291-02f0-4dff-949a-9a189c92f09d', 'a461c930-f4a1-4a49-b439-de5dfdbbe667', '4e216c9f-c254-48ed-a5ab-78ddd8dfff58', '7b337b81-2031-4e0c-863f-8d0d89b58bb4', '05eb1829-616f-44da-945e-f1179701dae8', '089a2b08-8058-4544-bdae-ba76c5433855', 'c6f9c1d0-8cf6-46c1-b622-cf467bbc09fc', '6234f4a0-54aa-4f22-902e-6c7d119f4450', 'ef7a3192-99ff-4133-ada4-e443d6150174']",1
4bcad423-389c-43ae-9a19-1d196d9c83f2,ERROR,ERROR,ERROR,ERROR,1
925b02d2-1f02-4b3a-a384-3a357d5a670b,Impact of Core and Functionalized Magnetic Nanoparticles on Human Health,['000471224300017'],[],"['3790db0d-b5e5-42b5-be5b-b61a5be995b5', '0a6089d9-d925-4a70-b726-ca5d8cbf7167', '24471201-f505-4ddd-b53e-ab5393c0d8a4', 'ae6e69ad-3400-46e5-91a1-f98897a2ca12']",1
